ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2016,"2016",0,"Total",161786,34565,"Census Tract 5182.04, Nassau County, NY","14000US36059518204"
2016,"2016",0,"Total",114375,13281,"Census Tract 5205.02, Nassau County, NY","14000US36059520502"
2016,"2016",0,"Total",141250,31838.999999999996,"Census Tract 3034, Nassau County, NY","14000US36059303400"
2016,"2016",0,"Total",146875,24000,"Census Tract 4066, Nassau County, NY","14000US36059406600"
2016,"2016",0,"Total",89144,9070,"Census Tract 3011.01, Nassau County, NY","14000US36059301101"
2016,"2016",0,"Total",120250,16688,"Census Tract 4151.01, Nassau County, NY","14000US36059415101"
2016,"2016",0,"Total",176033,27956,"Census Tract 5186, Nassau County, NY","14000US36059518600"
2016,"2016",0,"Total",64679,4975,"Census Tract 4067.01, Nassau County, NY","14000US36059406701"
2016,"2016",0,"Total",116086,8927,"Census Tract 3020, Nassau County, NY","14000US36059302000"
2016,"2016",0,"Total",98669,10550,"Census Tract 3035, Nassau County, NY","14000US36059303500"
2016,"2016",0,"Total",35194,5623,"Census Tract 4067.02, Nassau County, NY","14000US36059406702"
2016,"2016",0,"Total",97257,14666,"Census Tract 5179.01, Nassau County, NY","14000US36059517901"
2016,"2016",0,"Total",78588,6359,"Census Tract 5220, Nassau County, NY","14000US36059522000"
2016,"2016",0,"Total",117699,13735.999999999998,"Census Tract 4150, Nassau County, NY","14000US36059415000"
2016,"2016",0,"Total",50295,9073,"Census Tract 4068.01, Nassau County, NY","14000US36059406801"
2016,"2016",0,"Total",93789,18433,"Census Tract 4166, Nassau County, NY","14000US36059416600"
2016,"2016",0,"Total",105051,17252,"Census Tract 5205.01, Nassau County, NY","14000US36059520501"
2016,"2016",0,"Total",72737,11767,"Census Tract 3036, Nassau County, NY","14000US36059303600"
2016,"2016",0,"Total",55214,12134,"Census Tract 4068.02, Nassau County, NY","14000US36059406802"
2016,"2016",0,"Total",70966,14727.999999999998,"Census Tract 5173.01, Nassau County, NY","14000US36059517301"
2016,"2016",0,"Total",117279,12538,"Census Tract 5213.02, Nassau County, NY","14000US36059521302"
2016,"2016",0,"Total",106026,15891,"Census Tract 4149, Nassau County, NY","14000US36059414900"
2016,"2016",0,"Total",47835,4808,"Census Tract 4069, Nassau County, NY","14000US36059406900"
2016,"2016",0,"Total",165407,23587,"Census Tract 3021.01, Nassau County, NY","14000US36059302101"
2016,"2016",0,"Total",93750,13000,"Census Tract 3037, Nassau County, NY","14000US36059303700"
2016,"2016",0,"Total",51875,20776,"Census Tract 4070, Nassau County, NY","14000US36059407000"
2016,"2016",0,"Total",218125,22562,"Census Tract 5177.01, Nassau County, NY","14000US36059517701"
2016,"2016",0,"Total",119808,10104,"Census Tract 5217, Nassau County, NY","14000US36059521700"
2016,"2016",0,"Total",109788,20447,"Census Tract 4148, Nassau County, NY","14000US36059414800"
2016,"2016",0,"Total",70500,34945,"Census Tract 4071.01, Nassau County, NY","14000US36059407101"
2016,"2016",0,"Total",63662,9138,"Census Tract 4165, Nassau County, NY","14000US36059416500"
2016,"2016",0,"Total",77606,7154.000000000001,"Census Tract 5204.02, Nassau County, NY","14000US36059520402"
2016,"2016",0,"Total",85417,21304,"Census Tract 3038, Nassau County, NY","14000US36059303800"
2016,"2016",0,"Total",87711,6131,"Census Tract 4071.02, Nassau County, NY","14000US36059407102"
2016,"2016",0,"Total",103068,22190,"Census Tract 3011.02, Nassau County, NY","14000US36059301102"
2016,"2016",0,"Total",124618,14189.999999999998,"Census Tract 4147, Nassau County, NY","14000US36059414700"
2016,"2016",0,"Total",121964,26763,"Census Tract 5187, Nassau County, NY","14000US36059518700"
2016,"2016",0,"Total",47650,8359,"Census Tract 4072.01, Nassau County, NY","14000US36059407201"
2016,"2016",0,"Total",150708,19756,"Census Tract 3021.02, Nassau County, NY","14000US36059302102"
2016,"2016",0,"Total",120792,31213,"Census Tract 3039, Nassau County, NY","14000US36059303900"
2016,"2016",0,"Total",75238,16230,"Census Tract 4072.03, Nassau County, NY","14000US36059407203"
2016,"2016",0,"Total",97450,11963,"Census Tract 3004, Nassau County, NY","14000US36059300400"
2016,"2016",0,"Total",53209,10754,"Census Tract 5172, Nassau County, NY","14000US36059517200"
2016,"2016",0,"Total",122679,10937,"Census Tract 4146, Nassau County, NY","14000US36059414600"
2016,"2016",0,"Total",74191,26846,"Census Tract 4072.04, Nassau County, NY","14000US36059407204"
2016,"2016",0,"Total",93824,13521.000000000002,"Census Tract 4164.02, Nassau County, NY","14000US36059416402"
2016,"2016",0,"Total",84293,15679.999999999998,"Census Tract 5204.01, Nassau County, NY","14000US36059520401"
2016,"2016",0,"Total",125833,12034,"Census Tract 3040.01, Nassau County, NY","14000US36059304001"
2016,"2016",0,"Total",100819,11553,"Census Tract 4073.01, Nassau County, NY","14000US36059407301"
2016,"2016",0,"Total",207250,13381,"Census Tract 5182.01, Nassau County, NY","14000US36059518201"
2016,"2016",0,"Total",111974,12585,"Census Tract 5213.01, Nassau County, NY","14000US36059521301"
2016,"2016",0,"Total",84550,20548,"Census Tract 4145.02, Nassau County, NY","14000US36059414502"
2016,"2016",0,"Total",66250,13835.000000000002,"Census Tract 4073.02, Nassau County, NY","14000US36059407302"
2016,"2016",0,"Total",100586,28856.000000000004,"Census Tract 3022, Nassau County, NY","14000US36059302200"
2016,"2016",0,"Total",61898,9631,"Census Tract 3040.02, Nassau County, NY","14000US36059304002"
2016,"2016",0,"Total",64222,6805.000000000001,"Census Tract 4074.01, Nassau County, NY","14000US36059407401"
2016,"2016",0,"Total",61970,13795.000000000002,"Census Tract 3007, Nassau County, NY","14000US36059300700"
2016,"2016",0,"Total",97368,15460.999999999998,"Census Tract 4164.01, Nassau County, NY","14000US36059416401"
2016,"2016",0,"Total",88203,9585,"Census Tract 4145.01, Nassau County, NY","14000US36059414501"
2016,"2016",0,"Total",68750,9795,"Census Tract 4074.02, Nassau County, NY","14000US36059407402"
2016,"2016",0,"Total",168056,24692,"Census Tract 5183, Nassau County, NY","14000US36059518300"
2016,"2016",0,"Total",119792,12652,"Census Tract 5203, Nassau County, NY","14000US36059520300"
2016,"2016",0,"Total",80000,5384,"Census Tract 3041, Nassau County, NY","14000US36059304100"
2016,"2016",0,"Total",65048,19905,"Census Tract 4075.01, Nassau County, NY","14000US36059407501"
2016,"2016",0,"Total",137736,23884,"Census Tract 3012, Nassau County, NY","14000US36059301200"
2016,"2016",0,"Total",46756,8797,"Census Tract 4144, Nassau County, NY","14000US36059414400"
2016,"2016",0,"Total",155417,25122,"Census Tract 5188, Nassau County, NY","14000US36059518800"
2016,"2016",0,"Total",72118,9039,"Census Tract 4075.02, Nassau County, NY","14000US36059407502"
2016,"2016",0,"Total",141389,39413,"Census Tract 3023, Nassau County, NY","14000US36059302300"
2016,"2016",0,"Total",93018,11239,"Census Tract 3042.02, Nassau County, NY","14000US36059304202"
2016,"2016",0,"Total",97500,10500,"Census Tract 4076, Nassau County, NY","14000US36059407600"
2016,"2016",0,"Total",131027,38849,"Census Tract 3001, Nassau County, NY","14000US36059300100"
2016,"2016",0,"Total",150000,19069,"Census Tract 5178.01, Nassau County, NY","14000US36059517801"
2016,"2016",0,"Total",37813,23414,"Census Tract 4143.04, Nassau County, NY","14000US36059414304"
2016,"2016",0,"Total",121524,9968,"Census Tract 4077, Nassau County, NY","14000US36059407700"
2016,"2016",0,"Total",133393,18730,"Census Tract 4163, Nassau County, NY","14000US36059416300"
2016,"2016",0,"Total",99931,15304,"Census Tract 5202, Nassau County, NY","14000US36059520200"
2016,"2016",0,"Total",90746,10240,"Census Tract 3042.03, Nassau County, NY","14000US36059304203"
2016,"2016",0,"Total",103000,16716,"Census Tract 4078.01, Nassau County, NY","14000US36059407801"
2016,"2016",0,"Total",101458,18389,"Census Tract 5171.02, Nassau County, NY","14000US36059517102"
2016,"2016",0,"Total",120243,15375.000000000002,"Census Tract 5212, Nassau County, NY","14000US36059521200"
2016,"2016",0,"Total",72396,19042,"Census Tract 4143.03, Nassau County, NY","14000US36059414303"
2016,"2016",0,"Total",27536,3374.0000000000005,"Census Tract 4078.02, Nassau County, NY","14000US36059407802"
2016,"2016",0,"Total",107450,15624.000000000002,"Census Tract 3024, Nassau County, NY","14000US36059302400"
2016,"2016",0,"Total",46361,16981,"Census Tract 3042.04, Nassau County, NY","14000US36059304204"
2016,"2016",0,"Total",64911,19769,"Census Tract 4079, Nassau County, NY","14000US36059407900"
2016,"2016",0,"Total",106125,19173,"Census Tract 5176, Nassau County, NY","14000US36059517600"
2016,"2016",0,"Total",111366,7751,"Census Tract 5216.02, Nassau County, NY","14000US36059521602"
2016,"2016",0,"Total",56571,6917,"Census Tract 4143.01, Nassau County, NY","14000US36059414301"
2016,"2016",0,"Total",124886,18560,"Census Tract 4080, Nassau County, NY","14000US36059408000"
2016,"2016",0,"Total",85679,12718,"Census Tract 4162.02, Nassau County, NY","14000US36059416202"
2016,"2016",0,"Total",107159,16674,"Census Tract 5201, Nassau County, NY","14000US36059520100"
2016,"2016",0,"Total",125104,20181,"Census Tract 4043, Nassau County, NY","14000US36059404300"
2016,"2016",0,"Total",100688,23100,"Census Tract 4081, Nassau County, NY","14000US36059408100"
2016,"2016",0,"Total",85243,12359,"Census Tract 3013, Nassau County, NY","14000US36059301300"
2016,"2016",0,"Total",56488,16892,"Census Tract 4142.02, Nassau County, NY","14000US36059414202"
2016,"2016",0,"Total",104529,19007,"Census Tract 5189, Nassau County, NY","14000US36059518900"
2016,"2016",0,"Total",107564,10011,"Census Tract 4082, Nassau County, NY","14000US36059408200"
2016,"2016",0,"Total",155179,55981,"Census Tract 3025.01, Nassau County, NY","14000US36059302501"
2016,"2016",0,"Total",120461,27129,"Census Tract 4044, Nassau County, NY","14000US36059404400"
2016,"2016",0,"Total",94918,26812,"Census Tract 4083, Nassau County, NY","14000US36059408300"
2016,"2016",0,"Total",91438,4752,"Census Tract 5180, Nassau County, NY","14000US36059518000"
2016,"2016",0,"Total",115741,17014,"Census Tract 5218.02, Nassau County, NY","14000US36059521802"
2016,"2016",0,"Total",64184,9813,"Census Tract 4142.01, Nassau County, NY","14000US36059414201"
2016,"2016",0,"Total",107031,30388,"Census Tract 4084, Nassau County, NY","14000US36059408400"
2016,"2016",0,"Total",95746,12746,"Census Tract 4162.01, Nassau County, NY","14000US36059416201"
2016,"2016",0,"Total",98056,23028,"Census Tract 5200.02, Nassau County, NY","14000US36059520002"
2016,"2016",0,"Total",78720,9932,"Census Tract 4045, Nassau County, NY","14000US36059404500"
2016,"2016",0,"Total",127689,15990,"Census Tract 4085, Nassau County, NY","14000US36059408500"
2016,"2016",0,"Total",75383,7873,"Census Tract 5171.01, Nassau County, NY","14000US36059517101"
2016,"2016",0,"Total",122357,9498,"Census Tract 5211, Nassau County, NY","14000US36059521100"
2016,"2016",0,"Total",87988,11314,"Census Tract 4141, Nassau County, NY","14000US36059414100"
2016,"2016",0,"Total",108333,12440,"Census Tract 4086, Nassau County, NY","14000US36059408600"
2016,"2016",0,"Total",161071,23658,"Census Tract 3025.02, Nassau County, NY","14000US36059302502"
2016,"2016",0,"Total",125190,15872,"Census Tract 4046, Nassau County, NY","14000US36059404600"
2016,"2016",0,"Total",106422,20389,"Census Tract 4087, Nassau County, NY","14000US36059408700"
2016,"2016",0,"Total",104375,15766,"Census Tract 3008, Nassau County, NY","14000US36059300800"
2016,"2016",0,"Total",107583,5889,"Census Tract 4161, Nassau County, NY","14000US36059416100"
2016,"2016",0,"Total",67348,16199,"Census Tract 4140.02, Nassau County, NY","14000US36059414002"
2016,"2016",0,"Total",97800,19972,"Census Tract 4088, Nassau County, NY","14000US36059408800"
2016,"2016",0,"Total",160172,19210,"Census Tract 5184, Nassau County, NY","14000US36059518400"
2016,"2016",0,"Total",87114,26415,"Census Tract 5200.01, Nassau County, NY","14000US36059520001"
2016,"2016",0,"Total",116250,15435.000000000002,"Census Tract 4047, Nassau County, NY","14000US36059404700"
2016,"2016",0,"Total",111382,6768.000000000001,"Census Tract 4089, Nassau County, NY","14000US36059408900"
2016,"2016",0,"Total",179063,29690,"Census Tract 3014, Nassau County, NY","14000US36059301400"
2016,"2016",0,"Total",74327,16939,"Census Tract 4140.01, Nassau County, NY","14000US36059414001"
2016,"2016",0,"Total",110390,11437,"Census Tract 5190, Nassau County, NY","14000US36059519000"
2016,"2016",0,"Total",111723,18589,"Census Tract 4090, Nassau County, NY","14000US36059409000"
2016,"2016",0,"Total",104427,14188,"Census Tract 3026, Nassau County, NY","14000US36059302600"
2016,"2016",0,"Total",85156,9524,"Census Tract 4048, Nassau County, NY","14000US36059404800"
2016,"2016",0,"Total",90050,7926,"Census Tract 4091, Nassau County, NY","14000US36059409100"
2016,"2016",0,"Total",83214,18792,"Census Tract 3003, Nassau County, NY","14000US36059300300"
2016,"2016",0,"Total",121417,15594.000000000002,"Census Tract 5175, Nassau County, NY","14000US36059517500"
2016,"2016",0,"Total",77981,22571,"Census Tract 4139, Nassau County, NY","14000US36059413900"
2016,"2016",0,"Total",99531,10206,"Census Tract 4092, Nassau County, NY","14000US36059409200"
2016,"2016",0,"Total",122794,15215.000000000002,"Census Tract 4160, Nassau County, NY","14000US36059416000"
2016,"2016",0,"Total",128000,11553,"Census Tract 5199, Nassau County, NY","14000US36059519900"
2016,"2016",0,"Total",107837,13643,"Census Tract 4049.01, Nassau County, NY","14000US36059404901"
2016,"2016",0,"Total",103710,16362.000000000002,"Census Tract 4093, Nassau County, NY","14000US36059409300"
2016,"2016",0,"Total",140714,38878,"Census Tract 5170, Nassau County, NY","14000US36059517000"
2016,"2016",0,"Total",95536,15619.000000000002,"Census Tract 5210, Nassau County, NY","14000US36059521000"
2016,"2016",0,"Total",117037,14677.999999999998,"Census Tract 4138.04, Nassau County, NY","14000US36059413804"
2016,"2016",0,"Total",122074,6710,"Census Tract 4094, Nassau County, NY","14000US36059409400"
2016,"2016",0,"Total",90903,15854.999999999998,"Census Tract 3027, Nassau County, NY","14000US36059302700"
2016,"2016",0,"Total",85347,21559,"Census Tract 4049.02, Nassau County, NY","14000US36059404902"
2016,"2016",0,"Total",108346,10799,"Census Tract 4095, Nassau County, NY","14000US36059409500"
2016,"2016",0,"Total",140500,24931,"Census Tract 5181, Nassau County, NY","14000US36059518100"
2016,"2016",0,"Total",109013,12342,"Census Tract 5216.01, Nassau County, NY","14000US36059521601"
2016,"2016",0,"Total",102955,21055,"Census Tract 4138.03, Nassau County, NY","14000US36059413803"
2016,"2016",0,"Total",107350,12443,"Census Tract 4096, Nassau County, NY","14000US36059409600"
2016,"2016",0,"Total",138378,24416,"Census Tract 4158.02, Nassau County, NY","14000US36059415802"
2016,"2016",0,"Total",124952,11559,"Census Tract 5198.02, Nassau County, NY","14000US36059519802"
2016,"2016",0,"Total",83902,16856,"Census Tract 4050, Nassau County, NY","14000US36059405000"
2016,"2016",0,"Total",90932,8359,"Census Tract 4097, Nassau County, NY","14000US36059409700"
2016,"2016",0,"Total",205000,12133,"Census Tract 3015, Nassau County, NY","14000US36059301500"
2016,"2016",0,"Total",87404,11926,"Census Tract 4137, Nassau County, NY","14000US36059413700"
2016,"2016",0,"Total",92925,15131.000000000002,"Census Tract 5191, Nassau County, NY","14000US36059519100"
2016,"2016",0,"Total",100833,12690,"Census Tract 4098, Nassau County, NY","14000US36059409800"
2016,"2016",0,"Total",114323,16113.999999999998,"Census Tract 3028, Nassau County, NY","14000US36059302800"
2016,"2016",0,"Total",100408,11328,"Census Tract 4051, Nassau County, NY","14000US36059405100"
2016,"2016",0,"Total",110432,5477,"Census Tract 4099, Nassau County, NY","14000US36059409900"
2016,"2016",0,"Total",115294,11769,"Census Tract 3005, Nassau County, NY","14000US36059300500"
2016,"2016",0,"Total",141591,38712,"Census Tract 4169, Nassau County, NY","14000US36059416900"
2016,"2016",0,"Total",79853,16364,"Census Tract 4136, Nassau County, NY","14000US36059413600"
2016,"2016",0,"Total",83988,16240,"Census Tract 4100, Nassau County, NY","14000US36059410000"
2016,"2016",0,"Total",136553,24241,"Census Tract 4157, Nassau County, NY","14000US36059415700"
2016,"2016",0,"Total",119167,27743,"Census Tract 5198.01, Nassau County, NY","14000US36059519801"
2016,"2016",0,"Total",87862,11975,"Census Tract 4052, Nassau County, NY","14000US36059405200"
2016,"2016",0,"Total",106442,14475,"Census Tract 4101, Nassau County, NY","14000US36059410100"
2016,"2016",0,"Total",148750,25329,"Census Tract 5182.03, Nassau County, NY","14000US36059518203"
2016,"2016",0,"Total",119803,14432,"Census Tract 5209, Nassau County, NY","14000US36059520900"
2016,"2016",0,"Total",96875,22485,"Census Tract 4135, Nassau County, NY","14000US36059413500"
2016,"2016",0,"Total",104650,12450,"Census Tract 4102, Nassau County, NY","14000US36059410200"
2016,"2016",0,"Total",123125,18123,"Census Tract 3029, Nassau County, NY","14000US36059302900"
2016,"2016",0,"Total",110962,23129,"Census Tract 4053.01, Nassau County, NY","14000US36059405301"
2016,"2016",0,"Total",95023,13969.000000000002,"Census Tract 4103, Nassau County, NY","14000US36059410300"
2016,"2016",0,"Total",139850,20780,"Census Tract 3009, Nassau County, NY","14000US36059300900"
2016,"2016",0,"Total",116993,9028,"Census Tract 4156, Nassau County, NY","14000US36059415600"
2016,"2016",0,"Total",127470,17995,"Census Tract 4134, Nassau County, NY","14000US36059413400"
2016,"2016",0,"Total",114531,10441,"Census Tract 4104, Nassau County, NY","14000US36059410400"
2016,"2016",0,"Total",169965,21410,"Census Tract 5185.01, Nassau County, NY","14000US36059518501"
2016,"2016",0,"Total",146743,19472,"Census Tract 5197.04, Nassau County, NY","14000US36059519704"
2016,"2016",0,"Total",94167,13144,"Census Tract 4053.02, Nassau County, NY","14000US36059405302"
2016,"2016",0,"Total",91011,20688,"Census Tract 4105, Nassau County, NY","14000US36059410500"
2016,"2016",0,"Total",188958,48586,"Census Tract 3016, Nassau County, NY","14000US36059301600"
2016,"2016",0,"Total",106133,14512,"Census Tract 4133, Nassau County, NY","14000US36059413300"
2016,"2016",0,"Total",109333,15657,"Census Tract 5192, Nassau County, NY","14000US36059519200"
2016,"2016",0,"Total",100335,13837,"Census Tract 4106, Nassau County, NY","14000US36059410600"
2016,"2016",0,"Total",105464,9697,"Census Tract 3030, Nassau County, NY","14000US36059303000"
2016,"2016",0,"Total",73661,25548,"Census Tract 4054, Nassau County, NY","14000US36059405400"
2016,"2016",0,"Total",83966,15079,"Census Tract 4107, Nassau County, NY","14000US36059410700"
2016,"2016",0,"Total",106696,13675.000000000002,"Census Tract 5179.02, Nassau County, NY","14000US36059517902"
2016,"2016",0,"Total",125066,10632,"Census Tract 5227, Nassau County, NY","14000US36059522700"
2016,"2016",0,"Total",83462,11523,"Census Tract 4132, Nassau County, NY","14000US36059413200"
2016,"2016",0,"Total",95208,8033,"Census Tract 4108, Nassau County, NY","14000US36059410800"
2016,"2016",0,"Total",125750,15209,"Census Tract 4155, Nassau County, NY","14000US36059415500"
2016,"2016",0,"Total",156477,8382,"Census Tract 5197.03, Nassau County, NY","14000US36059519703"
2016,"2016",0,"Total",95357,14694,"Census Tract 4055, Nassau County, NY","14000US36059405500"
2016,"2016",0,"Total",100507,21104,"Census Tract 4109, Nassau County, NY","14000US36059410900"
2016,"2016",0,"Total",78310,9922,"Census Tract 4168.02, Nassau County, NY","14000US36059416802"
2016,"2016",0,"Total",113015,11032,"Census Tract 5208, Nassau County, NY","14000US36059520800"
2016,"2016",0,"Total",104606,11492,"Census Tract 4131, Nassau County, NY","14000US36059413100"
2016,"2016",0,"Total",52849,8396,"Census Tract 4110, Nassau County, NY","14000US36059411000"
2016,"2016",0,"Total",136786,49048,"Census Tract 3031.01, Nassau County, NY","14000US36059303101"
2016,"2016",0,"Total",101111,8361,"Census Tract 4056, Nassau County, NY","14000US36059405600"
2016,"2016",0,"Total",40385,11187,"Census Tract 4111, Nassau County, NY","14000US36059411100"
2016,"2016",0,"Total",114048,10380,"Census Tract 5174, Nassau County, NY","14000US36059517400"
2016,"2016",0,"Total",129719,7886,"Census Tract 5215, Nassau County, NY","14000US36059521500"
2016,"2016",0,"Total",95700,23036,"Census Tract 4130.02, Nassau County, NY","14000US36059413002"
2016,"2016",0,"Total",94417,15971,"Census Tract 4112, Nassau County, NY","14000US36059411200"
2016,"2016",0,"Total",137863,21581,"Census Tract 4154.02, Nassau County, NY","14000US36059415402"
2016,"2016",0,"Total",118836,17367,"Census Tract 5197.02, Nassau County, NY","14000US36059519702"
2016,"2016",0,"Total",115580,17872,"Census Tract 4057, Nassau County, NY","14000US36059405700"
2016,"2016",0,"Total",111525,9088,"Census Tract 4113.01, Nassau County, NY","14000US36059411301"
2016,"2016",0,"Total",222083,28168.999999999996,"Census Tract 3017, Nassau County, NY","14000US36059301700"
2016,"2016",0,"Total",80302,24020,"Census Tract 4130.01, Nassau County, NY","14000US36059413001"
2016,"2016",0,"Total",74245,10782,"Census Tract 5193, Nassau County, NY","14000US36059519300"
2016,"2016",0,"Total",145052,35130,"Census Tract 4113.02, Nassau County, NY","14000US36059411302"
2016,"2016",0,"Total",130924,20019,"Census Tract 3031.02, Nassau County, NY","14000US36059303102"
2016,"2016",0,"Total",105492,15508,"Census Tract 4058, Nassau County, NY","14000US36059405800"
2016,"2016",0,"Total",99779,26391,"Census Tract 4114, Nassau County, NY","14000US36059411400"
2016,"2016",0,"Total",229318,40287,"Census Tract 5177.05, Nassau County, NY","14000US36059517705"
2016,"2016",0,"Total",125893,22797,"Census Tract 5218.01, Nassau County, NY","14000US36059521801"
2016,"2016",0,"Total",97411,13345,"Census Tract 4129, Nassau County, NY","14000US36059412900"
2016,"2016",0,"Total",201250,19652,"Census Tract 4115, Nassau County, NY","14000US36059411500"
2016,"2016",0,"Total",130250,10529,"Census Tract 4154.01, Nassau County, NY","14000US36059415401"
2016,"2016",0,"Total",153839,16818,"Census Tract 5196.02, Nassau County, NY","14000US36059519602"
2016,"2016",0,"Total",114620,20054,"Census Tract 4059, Nassau County, NY","14000US36059405900"
2016,"2016",0,"Total",140221,35112,"Census Tract 4116, Nassau County, NY","14000US36059411600"
2016,"2016",0,"Total",101442,29478,"Census Tract 4168.01, Nassau County, NY","14000US36059416801"
2016,"2016",0,"Total",102244,14586,"Census Tract 5207, Nassau County, NY","14000US36059520700"
2016,"2016",0,"Total",111641,34004,"Census Tract 4128, Nassau County, NY","14000US36059412800"
2016,"2016",0,"Total",94942,22561,"Census Tract 4117, Nassau County, NY","14000US36059411700"
2016,"2016",0,"Total",111522,7898,"Census Tract 3032.01, Nassau County, NY","14000US36059303201"
2016,"2016",0,"Total",91193,15061.000000000002,"Census Tract 4060.01, Nassau County, NY","14000US36059406001"
2016,"2016",0,"Total",91635,17251,"Census Tract 4118, Nassau County, NY","14000US36059411800"
2016,"2016",0,"Total",158875,15873.999999999998,"Census Tract 3010, Nassau County, NY","14000US36059301000"
2016,"2016",0,"Total",102138,14582.999999999998,"Census Tract 4153, Nassau County, NY","14000US36059415300"
2016,"2016",0,"Total",151516,24314,"Census Tract 4127, Nassau County, NY","14000US36059412700"
2016,"2016",0,"Total",64028,8389,"Census Tract 4119.01, Nassau County, NY","14000US36059411901"
2016,"2016",0,"Total",103026,15478,"Census Tract 5185.02, Nassau County, NY","14000US36059518502"
2016,"2016",0,"Total",124792,13625.000000000002,"Census Tract 5196.01, Nassau County, NY","14000US36059519601"
2016,"2016",0,"Total",104851,17652,"Census Tract 4060.02, Nassau County, NY","14000US36059406002"
2016,"2016",0,"Total",108674,12250,"Census Tract 4119.02, Nassau County, NY","14000US36059411902"
2016,"2016",0,"Total",93958,10140,"Census Tract 3018, Nassau County, NY","14000US36059301800"
2016,"2016",0,"Total",215313,26129,"Census Tract 4126, Nassau County, NY","14000US36059412600"
2016,"2016",0,"Total",117794,24268,"Census Tract 5194, Nassau County, NY","14000US36059519400"
2016,"2016",0,"Total",76580,10553,"Census Tract 4120, Nassau County, NY","14000US36059412000"
2016,"2016",0,"Total",98466,10150,"Census Tract 3032.02, Nassau County, NY","14000US36059303202"
2016,"2016",0,"Total",121458,22533,"Census Tract 4061, Nassau County, NY","14000US36059406100"
2016,"2016",0,"Total",84196,19302,"Census Tract 4121, Nassau County, NY","14000US36059412100"
2016,"2016",0,"Total",92449,26977,"Census Tract 5178.02, Nassau County, NY","14000US36059517802"
2016,"2016",0,"Total",121053,33102,"Census Tract 5219.02, Nassau County, NY","14000US36059521902"
2016,"2016",0,"Total",146000,12527,"Census Tract 4125, Nassau County, NY","14000US36059412500"
2016,"2016",0,"Total",95051,6295,"Census Tract 4122, Nassau County, NY","14000US36059412200"
2016,"2016",0,"Total",142870,16813,"Census Tract 4152.02, Nassau County, NY","14000US36059415202"
2016,"2016",0,"Total",100982,17554,"Census Tract 5195, Nassau County, NY","14000US36059519500"
2016,"2016",0,"Total",72344,23391,"Census Tract 4062.01, Nassau County, NY","14000US36059406201"
2016,"2016",0,"Total",71955,16627,"Census Tract 4123.01, Nassau County, NY","14000US36059412301"
2016,"2016",0,"Total",86793,14027,"Census Tract 4167.02, Nassau County, NY","14000US36059416702"
2016,"2016",0,"Total",120554,9645,"Census Tract 5206, Nassau County, NY","14000US36059520600"
2016,"2016",0,"Total",64766,23825,"Census Tract 4124, Nassau County, NY","14000US36059412400"
2016,"2016",0,"Total",107909,10723,"Census Tract 4123.02, Nassau County, NY","14000US36059412302"
2016,"2016",0,"Total",131346,37218,"Census Tract 3033.01, Nassau County, NY","14000US36059303301"
2015,"2015",0,"Total",111319,24017,"Census Tract 4062.02, Nassau County, NY","14000US36059406202"
2015,"2015",0,"Total",58092,17038,"Census Tract 4124, Nassau County, NY","14000US36059412400"
2015,"2015",0,"Total",95282,9075,"Census Tract 5195, Nassau County, NY","14000US36059519500"
2015,"2015",0,"Total",70761,14579,"Census Tract 4123.01, Nassau County, NY","14000US36059412301"
2015,"2015",0,"Total",142717,8718,"Census Tract 4125, Nassau County, NY","14000US36059412500"
2015,"2015",0,"Total",94809,7564,"Census Tract 4122, Nassau County, NY","14000US36059412200"
2015,"2015",0,"Total",89219,12122,"Census Tract 4121, Nassau County, NY","14000US36059412100"
2015,"2015",0,"Total",82148,18784,"Census Tract 4120, Nassau County, NY","14000US36059412000"
2015,"2015",0,"Total",201250,33744,"Census Tract 4126, Nassau County, NY","14000US36059412600"
2015,"2015",0,"Total",113750,20705,"Census Tract 5196.01, Nassau County, NY","14000US36059519601"
2015,"2015",0,"Total",100478,9172,"Census Tract 4119.02, Nassau County, NY","14000US36059411902"
2015,"2015",0,"Total",92917,14599,"Census Tract 5194, Nassau County, NY","14000US36059519400"
2015,"2015",0,"Total",151573,21145,"Census Tract 4127, Nassau County, NY","14000US36059412700"
2015,"2015",0,"Total",61702,5915,"Census Tract 4119.01, Nassau County, NY","14000US36059411901"
2015,"2015",0,"Total",94797,19816,"Census Tract 4118, Nassau County, NY","14000US36059411800"
2015,"2015",0,"Total",112250,30930.000000000004,"Census Tract 4128, Nassau County, NY","14000US36059412800"
2015,"2015",0,"Total",106235,11730,"Census Tract 4117, Nassau County, NY","14000US36059411700"
2015,"2015",0,"Total",151761,10209,"Census Tract 5196.02, Nassau County, NY","14000US36059519602"
2015,"2015",0,"Total",140391,43392,"Census Tract 4116, Nassau County, NY","14000US36059411600"
2015,"2015",0,"Total",94054,5816,"Census Tract 4129, Nassau County, NY","14000US36059412900"
2015,"2015",0,"Total",198750,19853,"Census Tract 4115, Nassau County, NY","14000US36059411500"
2015,"2015",0,"Total",111528,26331,"Census Tract 4114, Nassau County, NY","14000US36059411400"
2015,"2015",0,"Total",135156,21023,"Census Tract 4113.02, Nassau County, NY","14000US36059411302"
2015,"2015",0,"Total",72599,12288,"Census Tract 4130.01, Nassau County, NY","14000US36059413001"
