ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2013,"2013",0,"Total",92604,18246,"Census Tract 4149, Nassau County, NY","14000US36059414900"
2013,"2013",0,"Total",103031,8624,"Census Tract 4148, Nassau County, NY","14000US36059414800"
2013,"2013",0,"Total",121198,18888,"Census Tract 4147, Nassau County, NY","14000US36059414700"
2013,"2013",0,"Total",99250,16042,"Census Tract 4146, Nassau County, NY","14000US36059414600"
2013,"2013",0,"Total",140160,20562,"Census Tract 5188, Nassau County, NY","14000US36059518800"
2013,"2013",0,"Total",92742,13093,"Census Tract 4145.02, Nassau County, NY","14000US36059414502"
2013,"2013",0,"Total",92254,12050,"Census Tract 4145.01, Nassau County, NY","14000US36059414501"
2013,"2013",0,"Total",44761,7388,"Census Tract 4144, Nassau County, NY","14000US36059414400"
2013,"2013",0,"Total",31625,15881,"Census Tract 4143.04, Nassau County, NY","14000US36059414304"
2013,"2013",0,"Total",114107,13059,"Census Tract 5189, Nassau County, NY","14000US36059518900"
2013,"2013",0,"Total",88472,36599,"Census Tract 4143.03, Nassau County, NY","14000US36059414303"
2013,"2013",0,"Total",42097,18015,"Census Tract 4143.01, Nassau County, NY","14000US36059414301"
2013,"2013",0,"Total",62321,10177,"Census Tract 4142.02, Nassau County, NY","14000US36059414202"
2013,"2013",0,"Total",67100,11778,"Census Tract 4142.01, Nassau County, NY","14000US36059414201"
2013,"2013",0,"Total",104688,18015,"Census Tract 5190, Nassau County, NY","14000US36059519000"
2013,"2013",0,"Total",90167,16476,"Census Tract 4141, Nassau County, NY","14000US36059414100"
2013,"2013",0,"Total",70521,20036,"Census Tract 4140.02, Nassau County, NY","14000US36059414002"
2013,"2013",0,"Total",85389,14233,"Census Tract 4140.01, Nassau County, NY","14000US36059414001"
2013,"2013",0,"Total",57553,9644,"Census Tract 4139, Nassau County, NY","14000US36059413900"
2013,"2013",0,"Total",98839,26809,"Census Tract 5191, Nassau County, NY","14000US36059519100"
2013,"2013",0,"Total",115511,9281,"Census Tract 4138.04, Nassau County, NY","14000US36059413804"
2013,"2013",0,"Total",86458,12182,"Census Tract 4138.03, Nassau County, NY","14000US36059413803"
2013,"2013",0,"Total",106667,24068,"Census Tract 4137, Nassau County, NY","14000US36059413700"
2013,"2013",0,"Total",72500,19444,"Census Tract 4136, Nassau County, NY","14000US36059413600"
2013,"2013",0,"Total",89097,5045,"Census Tract 5192, Nassau County, NY","14000US36059519200"
2013,"2013",0,"Total",106628,21900,"Census Tract 4135, Nassau County, NY","14000US36059413500"
2013,"2013",0,"Total",118047,6125,"Census Tract 4134, Nassau County, NY","14000US36059413400"
2013,"2013",0,"Total",90556,12167,"Census Tract 4133, Nassau County, NY","14000US36059413300"
2013,"2013",0,"Total",82149,7796,"Census Tract 4132, Nassau County, NY","14000US36059413200"
2013,"2013",0,"Total",76535,8089.000000000001,"Census Tract 5193, Nassau County, NY","14000US36059519300"
2013,"2013",0,"Total",102026,7779,"Census Tract 4131, Nassau County, NY","14000US36059413100"
2013,"2013",0,"Total",94031,10594,"Census Tract 4130.02, Nassau County, NY","14000US36059413002"
2013,"2013",0,"Total",80542,13954.000000000002,"Census Tract 4130.01, Nassau County, NY","14000US36059413001"
2013,"2013",0,"Total",100640,8363,"Census Tract 4129, Nassau County, NY","14000US36059412900"
2013,"2013",0,"Total",94183,15693,"Census Tract 5194, Nassau County, NY","14000US36059519400"
2013,"2013",0,"Total",104554,20362,"Census Tract 4128, Nassau County, NY","14000US36059412800"
2013,"2013",0,"Total",197841,23228,"Census Tract 4127, Nassau County, NY","14000US36059412700"
2013,"2013",0,"Total",164329,51612,"Census Tract 4126, Nassau County, NY","14000US36059412600"
2013,"2013",0,"Total",157961,25294,"Census Tract 4125, Nassau County, NY","14000US36059412500"
2013,"2013",0,"Total",97031,17731,"Census Tract 5195, Nassau County, NY","14000US36059519500"
2013,"2013",0,"Total",55735,16913,"Census Tract 4124, Nassau County, NY","14000US36059412400"
2013,"2013",0,"Total",104514,19159,"Census Tract 4123.02, Nassau County, NY","14000US36059412302"
2013,"2013",0,"Total",76853,7715.000000000001,"Census Tract 4123.01, Nassau County, NY","14000US36059412301"
2013,"2013",0,"Total",97790,8293,"Census Tract 4122, Nassau County, NY","14000US36059412200"
2013,"2013",0,"Total",108125,11741,"Census Tract 5196.01, Nassau County, NY","14000US36059519601"
2013,"2013",0,"Total",85806,14665,"Census Tract 4121, Nassau County, NY","14000US36059412100"
2013,"2013",0,"Total",83409,30631.000000000004,"Census Tract 4120, Nassau County, NY","14000US36059412000"
2013,"2013",0,"Total",94606,15653,"Census Tract 4119.02, Nassau County, NY","14000US36059411902"
2013,"2013",0,"Total",64609,7876,"Census Tract 4119.01, Nassau County, NY","14000US36059411901"
2013,"2013",0,"Total",144340,9103,"Census Tract 5196.02, Nassau County, NY","14000US36059519602"
2013,"2013",0,"Total",100245,17290,"Census Tract 4118, Nassau County, NY","14000US36059411800"
2013,"2013",0,"Total",100882,11842,"Census Tract 4117, Nassau County, NY","14000US36059411700"
2013,"2013",0,"Total",133958,38669,"Census Tract 4116, Nassau County, NY","14000US36059411600"
2013,"2013",0,"Total",179444,19639,"Census Tract 4115, Nassau County, NY","14000US36059411500"
2013,"2013",0,"Total",110000,13301,"Census Tract 5197.02, Nassau County, NY","14000US36059519702"
2013,"2013",0,"Total",131250,35490,"Census Tract 4114, Nassau County, NY","14000US36059411400"
2013,"2013",0,"Total",144712,26234,"Census Tract 4113.02, Nassau County, NY","14000US36059411302"
2013,"2013",0,"Total",123466,15146.000000000002,"Census Tract 4113.01, Nassau County, NY","14000US36059411301"
2013,"2013",0,"Total",78695,14382,"Census Tract 4112, Nassau County, NY","14000US36059411200"
2013,"2013",0,"Total",138405,13682,"Census Tract 5197.03, Nassau County, NY","14000US36059519703"
2013,"2013",0,"Total",47453,6402,"Census Tract 4111, Nassau County, NY","14000US36059411100"
2013,"2013",0,"Total",53721,9088,"Census Tract 4110, Nassau County, NY","14000US36059411000"
2013,"2013",0,"Total",108995,12890,"Census Tract 4109, Nassau County, NY","14000US36059410900"
2013,"2013",0,"Total",92861,11728,"Census Tract 4108, Nassau County, NY","14000US36059410800"
2013,"2013",0,"Total",128000,19934,"Census Tract 5197.04, Nassau County, NY","14000US36059519704"
2013,"2013",0,"Total",85530,12200,"Census Tract 4107, Nassau County, NY","14000US36059410700"
2013,"2013",0,"Total",96979,15462,"Census Tract 4106, Nassau County, NY","14000US36059410600"
2013,"2013",0,"Total",75421,9850,"Census Tract 4105, Nassau County, NY","14000US36059410500"
2013,"2013",0,"Total",97688,15656,"Census Tract 4104, Nassau County, NY","14000US36059410400"
2013,"2013",0,"Total",105078,14286,"Census Tract 5198.01, Nassau County, NY","14000US36059519801"
2013,"2013",0,"Total",82766,11446,"Census Tract 4103, Nassau County, NY","14000US36059410300"
2013,"2013",0,"Total",114018,11772,"Census Tract 4102, Nassau County, NY","14000US36059410200"
2013,"2013",0,"Total",116417,10586,"Census Tract 4101, Nassau County, NY","14000US36059410100"
2013,"2013",0,"Total",98393,16634,"Census Tract 4100, Nassau County, NY","14000US36059410000"
2013,"2013",0,"Total",112550,10955,"Census Tract 5198.02, Nassau County, NY","14000US36059519802"
2013,"2013",0,"Total",104268,19876,"Census Tract 4099, Nassau County, NY","14000US36059409900"
2013,"2013",0,"Total",96786,8263,"Census Tract 4098, Nassau County, NY","14000US36059409800"
2013,"2013",0,"Total",88723,12925,"Census Tract 4097, Nassau County, NY","14000US36059409700"
2013,"2013",0,"Total",105967,7211.999999999999,"Census Tract 4096, Nassau County, NY","14000US36059409600"
2013,"2013",0,"Total",113222,7098,"Census Tract 5199, Nassau County, NY","14000US36059519900"
2013,"2013",0,"Total",107885,9089,"Census Tract 4095, Nassau County, NY","14000US36059409500"
2013,"2013",0,"Total",113542,7676,"Census Tract 4094, Nassau County, NY","14000US36059409400"
2013,"2013",0,"Total",108237,14361,"Census Tract 4093, Nassau County, NY","14000US36059409300"
2013,"2013",0,"Total",93060,12446,"Census Tract 4092, Nassau County, NY","14000US36059409200"
2013,"2013",0,"Total",76806,12142,"Census Tract 5200.01, Nassau County, NY","14000US36059520001"
2013,"2013",0,"Total",93173,14094.000000000002,"Census Tract 4091, Nassau County, NY","14000US36059409100"
2013,"2013",0,"Total",79732,19475,"Census Tract 5180, Nassau County, NY","14000US36059518000"
2013,"2013",0,"Total",98934,8051.999999999999,"Census Tract 4089, Nassau County, NY","14000US36059408900"
2013,"2013",0,"Total",90323,14199.999999999998,"Census Tract 4088, Nassau County, NY","14000US36059408800"
2013,"2013",0,"Total",92386,20083,"Census Tract 5200.02, Nassau County, NY","14000US36059520002"
2013,"2013",0,"Total",105568,19815,"Census Tract 4087, Nassau County, NY","14000US36059408700"
2013,"2013",0,"Total",109625,17155,"Census Tract 4086, Nassau County, NY","14000US36059408600"
2013,"2013",0,"Total",103004,9735,"Census Tract 4085, Nassau County, NY","14000US36059408500"
2013,"2013",0,"Total",102750,19795,"Census Tract 4084, Nassau County, NY","14000US36059408400"
2013,"2013",0,"Total",106250,20702,"Census Tract 5201, Nassau County, NY","14000US36059520100"
2013,"2013",0,"Total",95533,17684,"Census Tract 4083, Nassau County, NY","14000US36059408300"
2013,"2013",0,"Total",100330,18434,"Census Tract 4082, Nassau County, NY","14000US36059408200"
2013,"2013",0,"Total",101667,22589,"Census Tract 4081, Nassau County, NY","14000US36059408100"
2013,"2013",0,"Total",107564,18595,"Census Tract 4080, Nassau County, NY","14000US36059408000"
2013,"2013",0,"Total",107829,16189,"Census Tract 5202, Nassau County, NY","14000US36059520200"
2013,"2013",0,"Total",73500,17384,"Census Tract 4079, Nassau County, NY","14000US36059407900"
2013,"2013",0,"Total",28566,4620,"Census Tract 4078.02, Nassau County, NY","14000US36059407802"
2013,"2013",0,"Total",89556,17367,"Census Tract 4078.01, Nassau County, NY","14000US36059407801"
2013,"2013",0,"Total",108625,18927,"Census Tract 4077, Nassau County, NY","14000US36059407700"
2013,"2013",0,"Total",99766,10268,"Census Tract 5203, Nassau County, NY","14000US36059520300"
2013,"2013",0,"Total",91746,20258,"Census Tract 4076, Nassau County, NY","14000US36059407600"
2013,"2013",0,"Total",75798,24148,"Census Tract 4075.02, Nassau County, NY","14000US36059407502"
2013,"2013",0,"Total",66157,13153,"Census Tract 4075.01, Nassau County, NY","14000US36059407501"
2013,"2013",0,"Total",70208,18814,"Census Tract 4074.02, Nassau County, NY","14000US36059407402"
2013,"2013",0,"Total",82026,18244,"Census Tract 5204.01, Nassau County, NY","14000US36059520401"
2013,"2013",0,"Total",78657,14604,"Census Tract 4074.01, Nassau County, NY","14000US36059407401"
2013,"2013",0,"Total",76756,10911,"Census Tract 4073.02, Nassau County, NY","14000US36059407302"
2013,"2013",0,"Total",90556,26049,"Census Tract 4073.01, Nassau County, NY","14000US36059407301"
2013,"2013",0,"Total",73125,39109,"Census Tract 4072.04, Nassau County, NY","14000US36059407204"
2013,"2013",0,"Total",63925,9738,"Census Tract 5204.02, Nassau County, NY","14000US36059520402"
2013,"2013",0,"Total",77083,21971,"Census Tract 4072.03, Nassau County, NY","14000US36059407203"
2013,"2013",0,"Total",40978,11614,"Census Tract 4072.01, Nassau County, NY","14000US36059407201"
2013,"2013",0,"Total",83629,8961,"Census Tract 4071.02, Nassau County, NY","14000US36059407102"
2013,"2013",0,"Total",70116,19227,"Census Tract 4071.01, Nassau County, NY","14000US36059407101"
2013,"2013",0,"Total",102837,13979.999999999998,"Census Tract 5205.01, Nassau County, NY","14000US36059520501"
2013,"2013",0,"Total",42780,19067,"Census Tract 4070, Nassau County, NY","14000US36059407000"
2013,"2013",0,"Total",50729,21035,"Census Tract 4069, Nassau County, NY","14000US36059406900"
2013,"2013",0,"Total",51875,9415,"Census Tract 4068.02, Nassau County, NY","14000US36059406802"
2013,"2013",0,"Total",39860,4238,"Census Tract 4068.01, Nassau County, NY","14000US36059406801"
2013,"2013",0,"Total",101250,18316,"Census Tract 5205.02, Nassau County, NY","14000US36059520502"
2013,"2013",0,"Total",38486,7403,"Census Tract 4067.02, Nassau County, NY","14000US36059406702"
2013,"2013",0,"Total",55933,6251,"Census Tract 4067.01, Nassau County, NY","14000US36059406701"
2013,"2013",0,"Total",151853,20466,"Census Tract 4066, Nassau County, NY","14000US36059406600"
2013,"2013",0,"Total",186023,40844,"Census Tract 4065.01, Nassau County, NY","14000US36059406501"
2013,"2013",0,"Total",106067,15176.000000000002,"Census Tract 5206, Nassau County, NY","14000US36059520600"
2013,"2013",0,"Total",122978,38285,"Census Tract 4064, Nassau County, NY","14000US36059406400"
2013,"2013",0,"Total",146615,18431,"Census Tract 4063, Nassau County, NY","14000US36059406300"
2013,"2013",0,"Total",103333,21967,"Census Tract 4062.02, Nassau County, NY","14000US36059406202"
2013,"2013",0,"Total",89375,23824,"Census Tract 4062.01, Nassau County, NY","14000US36059406201"
2013,"2013",0,"Total",95660,14391,"Census Tract 5207, Nassau County, NY","14000US36059520700"
2013,"2013",0,"Total",106167,17617,"Census Tract 4061, Nassau County, NY","14000US36059406100"
2013,"2013",0,"Total",96250,13735.000000000002,"Census Tract 4060.02, Nassau County, NY","14000US36059406002"
2013,"2013",0,"Total",95923,13688,"Census Tract 4060.01, Nassau County, NY","14000US36059406001"
2013,"2013",0,"Total",101944,23984,"Census Tract 4059, Nassau County, NY","14000US36059405900"
2013,"2013",0,"Total",90036,9684,"Census Tract 5208, Nassau County, NY","14000US36059520800"
2013,"2013",0,"Total",88984,25360,"Census Tract 4058, Nassau County, NY","14000US36059405800"
2013,"2013",0,"Total",98776,11737,"Census Tract 4057, Nassau County, NY","14000US36059405700"
2013,"2013",0,"Total",83446,2218,"Census Tract 4056, Nassau County, NY","14000US36059405600"
2013,"2013",0,"Total",96346,18195,"Census Tract 4055, Nassau County, NY","14000US36059405500"
2013,"2013",0,"Total",122500,13339,"Census Tract 5209, Nassau County, NY","14000US36059520900"
2013,"2013",0,"Total",79554,15762,"Census Tract 4054, Nassau County, NY","14000US36059405400"
2013,"2013",0,"Total",89118,10244,"Census Tract 4053.02, Nassau County, NY","14000US36059405302"
2013,"2013",0,"Total",85707,19485,"Census Tract 4053.01, Nassau County, NY","14000US36059405301"
2013,"2013",0,"Total",81726,10631,"Census Tract 4052, Nassau County, NY","14000US36059405200"
2013,"2013",0,"Total",87173,10936,"Census Tract 5210, Nassau County, NY","14000US36059521000"
2013,"2013",0,"Total",86467,15143,"Census Tract 4051, Nassau County, NY","14000US36059405100"
2013,"2013",0,"Total",87500,19688,"Census Tract 4050, Nassau County, NY","14000US36059405000"
2013,"2013",0,"Total",53783,10510,"Census Tract 4049.02, Nassau County, NY","14000US36059404902"
2013,"2013",0,"Total",107045,13081,"Census Tract 4049.01, Nassau County, NY","14000US36059404901"
2013,"2013",0,"Total",109254,11052,"Census Tract 5211, Nassau County, NY","14000US36059521100"
2013,"2013",0,"Total",99792,14478.999999999998,"Census Tract 4048, Nassau County, NY","14000US36059404800"
2013,"2013",0,"Total",99888,11508,"Census Tract 4047, Nassau County, NY","14000US36059404700"
2013,"2013",0,"Total",124722,15285.999999999998,"Census Tract 4046, Nassau County, NY","14000US36059404600"
2013,"2013",0,"Total",83036,21158,"Census Tract 4045, Nassau County, NY","14000US36059404500"
2013,"2013",0,"Total",124712,16504,"Census Tract 5212, Nassau County, NY","14000US36059521200"
2013,"2013",0,"Total",111563,16165,"Census Tract 4044, Nassau County, NY","14000US36059404400"
2013,"2013",0,"Total",96438,8567,"Census Tract 4043, Nassau County, NY","14000US36059404300"
2013,"2013",0,"Total",39926,19406,"Census Tract 3042.04, Nassau County, NY","14000US36059304204"
2013,"2013",0,"Total",89205,20097,"Census Tract 3042.03, Nassau County, NY","14000US36059304203"
2013,"2013",0,"Total",114926,10499,"Census Tract 5213.01, Nassau County, NY","14000US36059521301"
2013,"2013",0,"Total",86034,17301,"Census Tract 3042.02, Nassau County, NY","14000US36059304202"
2013,"2013",0,"Total",78306,5110,"Census Tract 3041, Nassau County, NY","14000US36059304100"
2013,"2013",0,"Total",64226,10464,"Census Tract 3040.02, Nassau County, NY","14000US36059304002"
2013,"2013",0,"Total",114516,12520,"Census Tract 3040.01, Nassau County, NY","14000US36059304001"
2013,"2013",0,"Total",120051,13020,"Census Tract 5213.02, Nassau County, NY","14000US36059521302"
2013,"2013",0,"Total",119375,24476,"Census Tract 3039, Nassau County, NY","14000US36059303900"
2013,"2013",0,"Total",86920,7986.999999999999,"Census Tract 3038, Nassau County, NY","14000US36059303800"
2013,"2013",0,"Total",82408,13248,"Census Tract 3037, Nassau County, NY","14000US36059303700"
2013,"2013",0,"Total",61121,5194,"Census Tract 3036, Nassau County, NY","14000US36059303600"
2013,"2013",0,"Total",152679,16434,"Census Tract 5214, Nassau County, NY","14000US36059521400"
2013,"2013",0,"Total",98199,12429,"Census Tract 3035, Nassau County, NY","14000US36059303500"
2013,"2013",0,"Total",156607,38382,"Census Tract 3034, Nassau County, NY","14000US36059303400"
2013,"2013",0,"Total",110806,13610.000000000002,"Census Tract 3033.02, Nassau County, NY","14000US36059303302"
2013,"2013",0,"Total",106477,15863,"Census Tract 3033.01, Nassau County, NY","14000US36059303301"
2013,"2013",0,"Total",122069,13720.999999999998,"Census Tract 5215, Nassau County, NY","14000US36059521500"
2013,"2013",0,"Total",63772,11039,"Census Tract 3032.02, Nassau County, NY","14000US36059303202"
2013,"2013",0,"Total",110189,15502,"Census Tract 3032.01, Nassau County, NY","14000US36059303201"
2013,"2013",0,"Total",117724,11633,"Census Tract 3031.02, Nassau County, NY","14000US36059303102"
2013,"2013",0,"Total",125000,16041,"Census Tract 3031.01, Nassau County, NY","14000US36059303101"
2013,"2013",0,"Total",103456,20838,"Census Tract 5216.01, Nassau County, NY","14000US36059521601"
2013,"2013",0,"Total",96674,11373,"Census Tract 3030, Nassau County, NY","14000US36059303000"
2013,"2013",0,"Total",110670,10081,"Census Tract 3029, Nassau County, NY","14000US36059302900"
2013,"2013",0,"Total",113295,28192,"Census Tract 3028, Nassau County, NY","14000US36059302800"
2013,"2013",0,"Total",91000,10168,"Census Tract 3027, Nassau County, NY","14000US36059302700"
2013,"2013",0,"Total",104792,20526,"Census Tract 5216.02, Nassau County, NY","14000US36059521602"
2013,"2013",0,"Total",116681,13068,"Census Tract 3026, Nassau County, NY","14000US36059302600"
2013,"2013",0,"Total",166346,54707,"Census Tract 3025.02, Nassau County, NY","14000US36059302502"
2013,"2013",0,"Total",163750,51949,"Census Tract 3025.01, Nassau County, NY","14000US36059302501"
2013,"2013",0,"Total",86875,19337,"Census Tract 3024, Nassau County, NY","14000US36059302400"
2013,"2013",0,"Total",105167,15915,"Census Tract 5217, Nassau County, NY","14000US36059521700"
2013,"2013",0,"Total",160236,11605,"Census Tract 3023, Nassau County, NY","14000US36059302300"
2013,"2013",0,"Total",92750,22765,"Census Tract 3022, Nassau County, NY","14000US36059302200"
2013,"2013",0,"Total",166250,37063,"Census Tract 3021.02, Nassau County, NY","14000US36059302102"
2013,"2013",0,"Total",155417,24216,"Census Tract 3021.01, Nassau County, NY","14000US36059302101"
2013,"2013",0,"Total",103266,22811,"Census Tract 5218.01, Nassau County, NY","14000US36059521801"
2013,"2013",0,"Total",110966,8840,"Census Tract 3020, Nassau County, NY","14000US36059302000"
2013,"2013",0,"Total",177969,45868,"Census Tract 3019, Nassau County, NY","14000US36059301900"
2013,"2013",0,"Total",84970,11263,"Census Tract 3018, Nassau County, NY","14000US36059301800"
2013,"2013",0,"Total",197750,32659,"Census Tract 3017, Nassau County, NY","14000US36059301700"
2013,"2013",0,"Total",122292,16490,"Census Tract 5218.02, Nassau County, NY","14000US36059521802"
2013,"2013",0,"Total",217000,30698,"Census Tract 3016, Nassau County, NY","14000US36059301600"
2013,"2013",0,"Total",221023,25320,"Census Tract 3015, Nassau County, NY","14000US36059301500"
2013,"2013",0,"Total",139375,34227,"Census Tract 3014, Nassau County, NY","14000US36059301400"
2013,"2013",0,"Total",79972,7732,"Census Tract 3013, Nassau County, NY","14000US36059301300"
2013,"2013",0,"Total",129565,14772.999999999998,"Census Tract 5219.02, Nassau County, NY","14000US36059521902"
2013,"2013",0,"Total",117292,17732,"Census Tract 3012, Nassau County, NY","14000US36059301200"
2013,"2013",0,"Total",113036,18265,"Census Tract 3011.02, Nassau County, NY","14000US36059301102"
2013,"2013",0,"Total",71446,11457,"Census Tract 3011.01, Nassau County, NY","14000US36059301101"
2013,"2013",0,"Total",163415,10814,"Census Tract 3010, Nassau County, NY","14000US36059301000"
2013,"2013",0,"Total",76121,7288,"Census Tract 5220, Nassau County, NY","14000US36059522000"
2013,"2013",0,"Total",136168,19282,"Census Tract 3009, Nassau County, NY","14000US36059300900"
2013,"2013",0,"Total",119737,7700.000000000001,"Census Tract 3008, Nassau County, NY","14000US36059300800"
2013,"2013",0,"Total",58750,12714,"Census Tract 3007, Nassau County, NY","14000US36059300700"
2013,"2013",0,"Total",120313,14827.999999999998,"Census Tract 3006, Nassau County, NY","14000US36059300600"
2013,"2013",0,"Total",123584,6646,"Census Tract 5227, Nassau County, NY","14000US36059522700"
2013,"2013",0,"Total",115511,13949.999999999998,"Census Tract 3005, Nassau County, NY","14000US36059300500"
2013,"2013",0,"Total",99875,14238.999999999998,"Census Tract 3004, Nassau County, NY","14000US36059300400"
2013,"2013",0,"Total",78147,14751,"Census Tract 3003, Nassau County, NY","14000US36059300300"
2013,"2013",0,"Total",120417,24804,"Census Tract 3001, Nassau County, NY","14000US36059300100"
