ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,ID,Region
2015,2015,0,Total,61723,10943.0,"Census Tract 215, Kings County, NY",14000US36047021500,36047021500,NYC
2015,2015,0,Total,66056,8877.0,"Census Tract 8, Queens County, NY",14000US36081000800,36081000800,NYC
2015,2015,0,Total,29302,3871.0,"Census Tract 225, Bronx County, NY",14000US36005022500,36005022500,NYC
2015,2015,0,Total,129904,35914.0,"Census Tract 37, New York County, NY",14000US36061003700,36061003700,NYC
2015,2015,0,Total,81607,15834.999999999998,"Census Tract 402, Queens County, NY",14000US36081040200,36081040200,NYC
2015,2015,0,Total,47397,8122.0,"Census Tract 494, Kings County, NY",14000US36047049400,36047049400,NYC
2015,2015,0,Total,91000,21931.0,"Census Tract 170.09, Richmond County, NY",14000US36085017009,36085017009,NYC
2015,2015,0,Total,93670,19723.0,"Census Tract 7, Queens County, NY",14000US36081000700,36081000700,NYC
2015,2015,0,Total,64800,15754.000000000002,"Census Tract 38, New York County, NY",14000US36061003800,36061003800,NYC
2015,2015,0,Total,55329,6150.0,"Census Tract 641.01, Queens County, NY",14000US36081064101,36081064101,NYC
2015,2015,0,Total,61932,11584.0,"Census Tract 947, Queens County, NY",14000US36081094700,36081094700,NYC
2015,2015,0,Total,35682,5528.0,"Census Tract 216, Kings County, NY",14000US36047021600,36047021600,NYC
2015,2015,0,Total,73913,30234.0,"Census Tract 495, Kings County, NY",14000US36047049500,36047049500,NYC
2015,2015,0,Total,135250,60345.99999999999,"Census Tract 39, New York County, NY",14000US36061003900,36061003900,NYC
2015,2015,0,Total,26541,7009.0,"Census Tract 35, Bronx County, NY",14000US36005003500,36005003500,NYC
2015,2015,0,Total,70938,25488.0,"Census Tract 1, Kings County, NY",14000US36047000100,36047000100,NYC
2015,2015,0,Total,56694,17083.0,"Census Tract 6, Queens County, NY",14000US36081000600,36081000600,NYC
2015,2015,0,Total,47702,9173.0,"Census Tract 401, Queens County, NY",14000US36081040100,36081040100,NYC
2015,2015,0,Total,85338,10600.0,"Census Tract 40, New York County, NY",14000US36061004000,36061004000,NYC
2015,2015,0,Total,103889,16932.0,"Census Tract 132.01, Richmond County, NY",14000US36085013201,36085013201,NYC
2015,2015,0,Total,57477,7657.0,"Census Tract 496, Kings County, NY",14000US36047049600,36047049600,NYC
2015,2015,0,Total,68472,12546.0,"Census Tract 639, Queens County, NY",14000US36081063900,36081063900,NYC
2015,2015,0,Total,54773,11571.0,"Census Tract 4, Queens County, NY",14000US36081000400,36081000400,NYC
2015,2015,0,Total,59570,19014.0,"Census Tract 41, New York County, NY",14000US36061004100,36061004100,NYC
2015,2015,0,Total,54595,10001.0,"Census Tract 217, Kings County, NY",14000US36047021700,36047021700,NYC
2015,2015,0,Total,87483,10229.0,"Census Tract 323, Bronx County, NY",14000US36005032300,36005032300,NYC
2015,2015,0,Total,73516,13885.999999999998,"Census Tract 400, Queens County, NY",14000US36081040000,36081040000,NYC
2015,2015,0,Total,79934,23417.0,"Census Tract 497, Kings County, NY",14000US36047049700,36047049700,NYC
2015,2015,0,Total,146304,21885.0,"Census Tract 42, New York County, NY",14000US36061004200,36061004200,NYC
2015,2015,0,Total,84135,13238.0,"Census Tract 20.01, Richmond County, NY",14000US36085002001,36085002001,NYC
2015,2015,0,Total,72243,23883.0,"Census Tract 945, Queens County, NY",14000US36081094500,36081094500,NYC
2015,2015,0,Total,64242,6332.0,"Census Tract 2, Queens County, NY",14000US36081000200,36081000200,NYC
2015,2015,0,Total,34740,13495.0,"Census Tract 2, Kings County, NY",14000US36047000200,36047000200,NYC
2015,2015,0,Total,71635,12283.0,"Census Tract 43, New York County, NY",14000US36061004300,36061004300,NYC
2015,2015,0,Total,35721,14842.000000000002,"Census Tract 218, Kings County, NY",14000US36047021800,36047021800,NYC
2015,2015,0,Total,67907,11113.0,"Census Tract 498, Kings County, NY",14000US36047049800,36047049800,NYC
2015,2015,0,Total,29426,3443.9999999999995,"Census Tract 227.01, Bronx County, NY",14000US36005022701,36005022701,NYC
2015,2015,0,Total,127807,12982.0,"Census Tract 1, Queens County, NY",14000US36081000100,36081000100,NYC
2015,2015,0,Total,93010,10005.0,"Census Tract 44, New York County, NY",14000US36061004400,36061004400,NYC
2015,2015,0,Total,95875,15135.0,"Census Tract 1291.02, Queens County, NY",14000US36081129102,36081129102,NYC
2015,2015,0,Total,46362,6445.0,"Census Tract 399, Queens County, NY",14000US36081039900,36081039900,NYC
2015,2015,0,Total,104112,6976.0,"Census Tract 638, Queens County, NY",14000US36081063800,36081063800,NYC
2015,2015,0,Total,70031,8605.0,"Census Tract 499, Kings County, NY",14000US36047049900,36047049900,NYC
2015,2015,0,Total,139079,50950.0,"Census Tract 45, New York County, NY",14000US36061004500,36061004500,NYC
2015,2015,0,Total,27813,4935.0,"Census Tract 121.01, Bronx County, NY",14000US36005012101,36005012101,NYC
2015,2015,0,Total,55758,7651.0,"Census Tract 219, Kings County, NY",14000US36047021900,36047021900,NYC
2015,2015,0,Total,152692,29447.0,"Census Tract 317.04, New York County, NY",14000US36061031704,36061031704,NYC
2015,2015,0,Total,27946,6160.0,"Census Tract 324, Bronx County, NY",14000US36005032400,36005032400,NYC
2015,2015,0,Total,101786,22651.0,"Census Tract 47, New York County, NY",14000US36061004700,36061004700,NYC
2015,2015,0,Total,62375,16635.0,"Census Tract 398, Queens County, NY",14000US36081039800,36081039800,NYC
2015,2015,0,Total,78313,12713.0,"Census Tract 500, Kings County, NY",14000US36047050000,36047050000,NYC
2015,2015,0,Total,101544,28439.0,"Census Tract 3.01, Kings County, NY",14000US36047000301,36047000301,NYC
2015,2015,0,Total,182401,38378.0,"Census Tract 317.03, New York County, NY",14000US36061031703,36061031703,NYC
2015,2015,0,Total,106789,14554.0,"Census Tract 48, New York County, NY",14000US36061004800,36061004800,NYC
2015,2015,0,Total,27697,10117.0,"Census Tract 169, Bronx County, NY",14000US36005016900,36005016900,NYC
2015,2015,0,Total,84738,17990.0,"Census Tract 637, Queens County, NY",14000US36081063700,36081063700,NYC
2015,2015,0,Total,30861,5263.0,"Census Tract 220, Kings County, NY",14000US36047022000,36047022000,NYC
2015,2015,0,Total,73919,11658.0,"Census Tract 501, Kings County, NY",14000US36047050100,36047050100,NYC
2015,2015,0,Total,97929,10854.0,"Census Tract 49, New York County, NY",14000US36061004900,36061004900,NYC
2015,2015,0,Total,17771,4860.0,"Census Tract 56, Bronx County, NY",14000US36005005600,36005005600,NYC
2015,2015,0,Total,44689,3827.0,"Census Tract 942.03, Queens County, NY",14000US36081094203,36081094203,NYC
2015,2015,0,Total,27513,5524.0,"Census Tract 309, New York County, NY",14000US36061030900,36061030900,NYC
2015,2015,0,Total,57391,10217.0,"Census Tract 394, Queens County, NY",14000US36081039400,36081039400,NYC
2015,2015,0,Total,102723,20770.0,"Census Tract 50, New York County, NY",14000US36061005000,36061005000,NYC
2015,2015,0,Total,14479,1901.0,"Census Tract 23, Bronx County, NY",14000US36005002300,36005002300,NYC
2015,2015,0,Total,73081,12580.0,"Census Tract 502.02, Kings County, NY",14000US36047050202,36047050202,NYC
2015,2015,0,Total,110700,25568.0,"Census Tract 5.01, Kings County, NY",14000US36047000501,36047000501,NYC
2015,2015,0,Total,71250,13463.0,"Census Tract 307, New York County, NY",14000US36061030700,36061030700,NYC
2015,2015,0,Total,168375,33442.0,"Census Tract 52, New York County, NY",14000US36061005200,36061005200,NYC
2015,2015,0,Total,37140,12288.0,"Census Tract 221, Kings County, NY",14000US36047022100,36047022100,NYC
2015,2015,0,Total,32188,28040.0,"Census Tract 1283, Queens County, NY",14000US36081128300,36081128300,NYC
2015,2015,0,Total,62500,9063.0,"Census Tract 384, Queens County, NY",14000US36081038400,36081038400,NYC
2015,2015,0,Total,69712,12481.0,"Census Tract 503, Kings County, NY",14000US36047050300,36047050300,NYC
2015,2015,0,Total,132813,28764.0,"Census Tract 54, New York County, NY",14000US36061005400,36061005400,NYC
2015,2015,0,Total,56429,13031.0,"Census Tract 326, Bronx County, NY",14000US36005032600,36005032600,NYC
2015,2015,0,Total,70750,18041.0,"Census Tract 635, Queens County, NY",14000US36081063500,36081063500,NYC
2015,2015,0,Total,54718,7621.0,"Census Tract 303, New York County, NY",14000US36061030300,36061030300,NYC
2015,2015,0,Total,23500,15325.000000000002,"Census Tract 227.02, Bronx County, NY",14000US36005022702,36005022702,NYC
2015,2015,0,Total,134417,45311.0,"Census Tract 55.01, New York County, NY",14000US36061005501,36061005501,NYC
2015,2015,0,Total,35094,9138.0,"Census Tract 222, Kings County, NY",14000US36047022200,36047022200,NYC
2015,2015,0,Total,86771,13097.0,"Census Tract 504, Kings County, NY",14000US36047050400,36047050400,NYC
2015,2015,0,Total,44474,23620.0,"Census Tract 942.02, Queens County, NY",14000US36081094202,36081094202,NYC
2015,2015,0,Total,23661,5569.0,"Census Tract 299, New York County, NY",14000US36061029900,36061029900,NYC
2015,2015,0,Total,138523,54247.99999999999,"Census Tract 55.02, New York County, NY",14000US36061005502,36061005502,NYC
2015,2015,0,Total,91964,14622.000000000002,"Census Tract 5.02, Kings County, NY",14000US36047000502,36047000502,NYC
2015,2015,0,Total,48311,8517.0,"Census Tract 381, Queens County, NY",14000US36081038100,36081038100,NYC
2015,2015,0,Total,44455,7777.000000000001,"Census Tract 74, Bronx County, NY",14000US36005007400,36005007400,NYC
2015,2015,0,Total,30216,6538.0,"Census Tract 505, Kings County, NY",14000US36047050500,36047050500,NYC
2015,2015,0,Total,115521,53056.0,"Census Tract 56, New York County, NY",14000US36061005600,36061005600,NYC
2015,2015,0,Total,66983,8631.0,"Census Tract 633.02, Queens County, NY",14000US36081063302,36081063302,NYC
2015,2015,0,Total,37271,6327.0,"Census Tract 224, Kings County, NY",14000US36047022400,36047022400,NYC
2015,2015,0,Total,65160,3590.0,"Census Tract 295, New York County, NY",14000US36061029500,36061029500,NYC
2015,2015,0,Total,70505,12488.0,"Census Tract 128.06, Richmond County, NY",14000US36085012806,36085012806,NYC
2015,2015,0,Total,150833,24172.0,"Census Tract 57, New York County, NY",14000US36061005700,36061005700,NYC
2015,2015,0,Total,48523,8076.0,"Census Tract 379, Queens County, NY",14000US36081037900,36081037900,NYC
2015,2015,0,Total,48583,8158.999999999999,"Census Tract 506, Kings County, NY",14000US36047050600,36047050600,NYC
2015,2015,0,Total,65909,10785.0,"Census Tract 18, Richmond County, NY",14000US36085001800,36085001800,NYC
2015,2015,0,Total,32509,5096.0,"Census Tract 293, New York County, NY",14000US36061029300,36061029300,NYC
2015,2015,0,Total,157934,48028.0,"Census Tract 58, New York County, NY",14000US36061005800,36061005800,NYC
2015,2015,0,Total,30089,6710.0,"Census Tract 328, Bronx County, NY",14000US36005032800,36005032800,NYC
2015,2015,0,Total,130966,10511.0,"Census Tract 7, Kings County, NY",14000US36047000700,36047000700,NYC
2015,2015,0,Total,48269,16028.000000000002,"Census Tract 226, Kings County, NY",14000US36047022600,36047022600,NYC
2015,2015,0,Total,30625,7489.0,"Census Tract 507, Kings County, NY",14000US36047050700,36047050700,NYC
2015,2015,0,Total,103672,20810.0,"Census Tract 59, New York County, NY",14000US36061005900,36061005900,NYC
2015,2015,0,Total,18720,5158.0,"Census Tract 173, Bronx County, NY",14000US36005017300,36005017300,NYC
2015,2015,0,Total,45673,9614.0,"Census Tract 227.03, Bronx County, NY",14000US36005022703,36005022703,NYC
2015,2015,0,Total,28743,5050.0,"Census Tract 291, New York County, NY",14000US36061029100,36061029100,NYC
2015,2015,0,Total,46276,6265.0,"Census Tract 377, Queens County, NY",14000US36081037700,36081037700,NYC
2015,2015,0,Total,106310,2566.0,"Census Tract 60, New York County, NY",14000US36061006000,36061006000,NYC
2015,2015,0,Total,62604,17998.0,"Census Tract 633.01, Queens County, NY",14000US36081063301,36081063301,NYC
2015,2015,0,Total,40417,14637.000000000002,"Census Tract 508.01, Kings County, NY",14000US36047050801,36047050801,NYC
2015,2015,0,Total,52965,6555.0,"Census Tract 942.01, Queens County, NY",14000US36081094201,36081094201,NYC
2015,2015,0,Total,46891,5422.0,"Census Tract 287, New York County, NY",14000US36061028700,36061028700,NYC
2015,2015,0,Total,108973,16519.0,"Census Tract 61, New York County, NY",14000US36061006100,36061006100,NYC
2015,2015,0,Total,53363,8368.0,"Census Tract 227, Kings County, NY",14000US36047022700,36047022700,NYC
2015,2015,0,Total,103472,14528.000000000002,"Census Tract 1277, Queens County, NY",14000US36081127700,36081127700,NYC
2015,2015,0,Total,72198,7145.0,"Census Tract 376, Queens County, NY",14000US36081037600,36081037600,NYC
2015,2015,0,Total,38807,9141.0,"Census Tract 508.03, Kings County, NY",14000US36047050803,36047050803,NYC
2015,2015,0,Total,82102,36366.0,"Census Tract 62, New York County, NY",14000US36061006200,36061006200,NYC
2015,2015,0,Total,121083,44908.0,"Census Tract 9, Kings County, NY",14000US36047000900,36047000900,NYC
2015,2015,0,Total,83734,9662.0,"Census Tract 170.08, Richmond County, NY",14000US36085017008,36085017008,NYC
2015,2015,0,Total,36500,8828.0,"Census Tract 285, New York County, NY",14000US36061028500,36061028500,NYC
2015,2015,0,Total,84167,13974.999999999998,"Census Tract 632, Queens County, NY",14000US36081063200,36081063200,NYC
2015,2015,0,Total,113284,19068.0,"Census Tract 63, New York County, NY",14000US36061006300,36061006300,NYC
2015,2015,0,Total,30913,5721.0,"Census Tract 228, Kings County, NY",14000US36047022800,36047022800,NYC
2015,2015,0,Total,50440,3068.0,"Census Tract 508.04, Kings County, NY",14000US36047050804,36047050804,NYC
2015,2015,0,Total,37811,3593.0,"Census Tract 330, Bronx County, NY",14000US36005033000,36005033000,NYC
2015,2015,0,Total,49612,6262.0,"Census Tract 283, New York County, NY",14000US36061028300,36061028300,NYC
2015,2015,0,Total,96090,17412.0,"Census Tract 64, New York County, NY",14000US36061006400,36061006400,NYC
2015,2015,0,Total,20028,4672.0,"Census Tract 121.02, Bronx County, NY",14000US36005012102,36005012102,NYC
2015,2015,0,Total,45655,6862.999999999999,"Census Tract 375, Queens County, NY",14000US36081037500,36081037500,NYC
2015,2015,0,Total,72908,5046.0,"Census Tract 939, Queens County, NY",14000US36081093900,36081093900,NYC
2015,2015,0,Total,32762,4191.0,"Census Tract 509, Kings County, NY",14000US36047050900,36047050900,NYC
2015,2015,0,Total,97718,17225.0,"Census Tract 65, New York County, NY",14000US36061006500,36061006500,NYC
2015,2015,0,Total,107946,11352.0,"Census Tract 11, Kings County, NY",14000US36047001100,36047001100,NYC
2015,2015,0,Total,51645,13885.000000000002,"Census Tract 229, Kings County, NY",14000US36047022900,36047022900,NYC
2015,2015,0,Total,107727,18480.0,"Census Tract 281, New York County, NY",14000US36061028100,36061028100,NYC
2015,2015,0,Total,17147,7165.0,"Census Tract 27.02, Bronx County, NY",14000US36005002702,36005002702,NYC
2015,2015,0,Total,64963,21427.0,"Census Tract 66, New York County, NY",14000US36061006600,36061006600,NYC
2015,2015,0,Total,56320,1986.0,"Census Tract 373, Queens County, NY",14000US36081037300,36081037300,NYC
2015,2015,0,Total,44332,8858.0,"Census Tract 510.01, Kings County, NY",14000US36047051001,36047051001,NYC
2015,2015,0,Total,42716,25574.0,"Census Tract 17, Richmond County, NY",14000US36085001700,36085001700,NYC
2015,2015,0,Total,48242,6962.000000000001,"Census Tract 279, New York County, NY",14000US36061027900,36061027900,NYC
2015,2015,0,Total,88492,14460.0,"Census Tract 67, New York County, NY",14000US36061006700,36061006700,NYC
2015,2015,0,Total,80417,49742.0,"Census Tract 630, Queens County, NY",14000US36081063000,36081063000,NYC
2015,2015,0,Total,72434,12648.0,"Census Tract 1267, Queens County, NY",14000US36081126700,36081126700,NYC
2015,2015,0,Total,31102,7078.0,"Census Tract 230, Kings County, NY",14000US36047023000,36047023000,NYC
2015,2015,0,Total,45982,8300.0,"Census Tract 510.02, Kings County, NY",14000US36047051002,36047051002,NYC
2015,2015,0,Total,109526,18259.0,"Census Tract 68, New York County, NY",14000US36061006800,36061006800,NYC
2015,2015,0,Total,43038,6209.0,"Census Tract 332.01, Bronx County, NY",14000US36005033201,36005033201,NYC
2015,2015,0,Total,111500,14023.0,"Census Tract 13, Kings County, NY",14000US36047001300,36047001300,NYC
2015,2015,0,Total,28449,6210.0,"Census Tract 277, New York County, NY",14000US36061027700,36061027700,NYC
2015,2015,0,Total,47209,13978.0,"Census Tract 371, Queens County, NY",14000US36081037100,36081037100,NYC
2015,2015,0,Total,183750,35202.0,"Census Tract 69, New York County, NY",14000US36061006900,36061006900,NYC
2015,2015,0,Total,45069,11303.0,"Census Tract 228, Bronx County, NY",14000US36005022800,36005022800,NYC
2015,2015,0,Total,31047,10042.0,"Census Tract 511, Kings County, NY",14000US36047051100,36047051100,NYC
2015,2015,0,Total,60156,11170.0,"Census Tract 629, Queens County, NY",14000US36081062900,36081062900,NYC
2015,2015,0,Total,91552,17393.0,"Census Tract 275, New York County, NY",14000US36061027500,36061027500,NYC
2015,2015,0,Total,101848,14153.0,"Census Tract 70, New York County, NY",14000US36061007000,36061007000,NYC
2015,2015,0,Total,77039,8111.000000000001,"Census Tract 231, Kings County, NY",14000US36047023100,36047023100,NYC
2015,2015,0,Total,76787,18297.0,"Census Tract 244.01, Richmond County, NY",14000US36085024401,36085024401,NYC
2015,2015,0,Total,71923,10428.0,"Census Tract 368, Queens County, NY",14000US36081036800,36081036800,NYC
2015,2015,0,Total,36661,10393.0,"Census Tract 512, Kings County, NY",14000US36047051200,36047051200,NYC
2015,2015,0,Total,125028,9155.0,"Census Tract 71, New York County, NY",14000US36061007100,36061007100,NYC
2015,2015,0,Total,61742,23214.0,"Census Tract 938, Queens County, NY",14000US36081093800,36081093800,NYC
2015,2015,0,Total,22000,8045.0,"Census Tract 175, Bronx County, NY",14000US36005017500,36005017500,NYC
2015,2015,0,Total,74621,5523.0,"Census Tract 273, New York County, NY",14000US36061027300,36061027300,NYC
2015,2015,0,Total,90616,12611.0,"Census Tract 15, Kings County, NY",14000US36047001500,36047001500,NYC
2015,2015,0,Total,104272,9148.0,"Census Tract 72, New York County, NY",14000US36061007200,36061007200,NYC
2015,2015,0,Total,33801,3440.0000000000005,"Census Tract 232, Kings County, NY",14000US36047023200,36047023200,NYC
2015,2015,0,Total,66951,10960.0,"Census Tract 513, Kings County, NY",14000US36047051300,36047051300,NYC
2015,2015,0,Total,82350,10265.0,"Census Tract 201, Richmond County, NY",14000US36085020100,36085020100,NYC
2015,2015,0,Total,49750,6131.0,"Census Tract 271, New York County, NY",14000US36061027100,36061027100,NYC
2015,2015,0,Total,97149,27937.0,"Census Tract 73, New York County, NY",14000US36061007300,36061007300,NYC
2015,2015,0,Total,40638,10547.0,"Census Tract 332.02, Bronx County, NY",14000US36005033202,36005033202,NYC
2015,2015,0,Total,60000,12528.0,"Census Tract 367, Queens County, NY",14000US36081036700,36081036700,NYC
2015,2015,0,Total,66380,9621.0,"Census Tract 627, Queens County, NY",14000US36081062700,36081062700,NYC
2015,2015,0,Total,45685,5913.0,"Census Tract 514, Kings County, NY",14000US36047051400,36047051400,NYC
2015,2015,0,Total,128618,33475.0,"Census Tract 74, New York County, NY",14000US36061007400,36061007400,NYC
2015,2015,0,Total,74836,8407.0,"Census Tract 4, Bronx County, NY",14000US36005000400,36005000400,NYC
2015,2015,0,Total,33141,6249.0,"Census Tract 233, Kings County, NY",14000US36047023300,36047023300,NYC
2015,2015,0,Total,32585,4637.0,"Census Tract 269, New York County, NY",14000US36061026900,36061026900,NYC
2015,2015,0,Total,70577,18849.0,"Census Tract 934.02, Queens County, NY",14000US36081093402,36081093402,NYC
2015,2015,0,Total,113682,27211.000000000004,"Census Tract 75, New York County, NY",14000US36061007500,36061007500,NYC
2015,2015,0,Total,69250,23055.0,"Census Tract 366, Queens County, NY",14000US36081036600,36081036600,NYC
2015,2015,0,Total,96146,13423.0,"Census Tract 515, Kings County, NY",14000US36047051500,36047051500,NYC
2015,2015,0,Total,61023,21769.0,"Census Tract 20, Kings County, NY",14000US36047002000,36047002000,NYC
2015,2015,0,Total,39033,4379.0,"Census Tract 267, New York County, NY",14000US36061026700,36061026700,NYC
2015,2015,0,Total,103264,25325.0,"Census Tract 76, New York County, NY",14000US36061007600,36061007600,NYC
2015,2015,0,Total,24115,6826.0,"Census Tract 229.01, Bronx County, NY",14000US36005022901,36005022901,NYC
2015,2015,0,Total,86196,10523.0,"Census Tract 626, Queens County, NY",14000US36081062600,36081062600,NYC
2015,2015,0,Total,24978,5998.0,"Census Tract 234, Kings County, NY",14000US36047023400,36047023400,NYC
2015,2015,0,Total,34241,5367.0,"Census Tract 516.01, Kings County, NY",14000US36047051601,36047051601,NYC
2015,2015,0,Total,127729,17801.0,"Census Tract 77, New York County, NY",14000US36061007700,36061007700,NYC
2015,2015,0,Total,43750,29646.0,"Census Tract 1265, Queens County, NY",14000US36081126500,36081126500,NYC
2015,2015,0,Total,73878,7191.999999999999,"Census Tract 128.05, Richmond County, NY",14000US36085012805,36085012805,NYC
2015,2015,0,Total,61695,9957.0,"Census Tract 265, New York County, NY",14000US36061026500,36061026500,NYC
2015,2015,0,Total,49375,17307.0,"Census Tract 365, Queens County, NY",14000US36081036500,36081036500,NYC
2015,2015,0,Total,120205,12734.0,"Census Tract 78, New York County, NY",14000US36061007800,36061007800,NYC
2015,2015,0,Total,45739,7789.999999999999,"Census Tract 334, Bronx County, NY",14000US36005033400,36005033400,NYC
2015,2015,0,Total,38813,6117.0,"Census Tract 516.02, Kings County, NY",14000US36047051602,36047051602,NYC
2015,2015,0,Total,208036,15086.999999999998,"Census Tract 21, Kings County, NY",14000US36047002100,36047002100,NYC
2015,2015,0,Total,29308,2974.0,"Census Tract 263, New York County, NY",14000US36061026300,36061026300,NYC
2015,2015,0,Total,83922,22314.0,"Census Tract 79, New York County, NY",14000US36061007900,36061007900,NYC
2015,2015,0,Total,45406,9075.0,"Census Tract 235, Kings County, NY",14000US36047023500,36047023500,NYC
2015,2015,0,Total,21300,9643.0,"Census Tract 123, Bronx County, NY",14000US36005012300,36005012300,NYC
2015,2015,0,Total,52841,12934.0,"Census Tract 363, Queens County, NY",14000US36081036300,36081036300,NYC
2015,2015,0,Total,100814,17797.0,"Census Tract 517, Kings County, NY",14000US36047051700,36047051700,NYC
2015,2015,0,Total,110242,24765.0,"Census Tract 80, New York County, NY",14000US36061008000,36061008000,NYC
2015,2015,0,Total,44342,11966.0,"Census Tract 11, Richmond County, NY",14000US36085001100,36085001100,NYC
2015,2015,0,Total,62263,9911.0,"Census Tract 625, Queens County, NY",14000US36081062500,36081062500,NYC
2015,2015,0,Total,29702,5024.0,"Census Tract 261, New York County, NY",14000US36061026100,36061026100,NYC
2015,2015,0,Total,81939,7128.0,"Census Tract 934.01, Queens County, NY",14000US36081093401,36081093401,NYC
2015,2015,0,Total,111476,13572.0,"Census Tract 81, New York County, NY",14000US36061008100,36061008100,NYC
2015,2015,0,Total,24240,2791.0,"Census Tract 236, Kings County, NY",14000US36047023600,36047023600,NYC
2015,2015,0,Total,69856,11516.0,"Census Tract 518, Kings County, NY",14000US36047051800,36047051800,NYC
2015,2015,0,Total,25022,9623.0,"Census Tract 177.01, Bronx County, NY",14000US36005017701,36005017701,NYC
2015,2015,0,Total,54913,6916.0,"Census Tract 259, New York County, NY",14000US36061025900,36061025900,NYC
2015,2015,0,Total,107925,27651.0,"Census Tract 82, New York County, NY",14000US36061008200,36061008200,NYC
2015,2015,0,Total,36563,11436.0,"Census Tract 22, Kings County, NY",14000US36047002200,36047002200,NYC
2015,2015,0,Total,41990,9237.0,"Census Tract 361, Queens County, NY",14000US36081036100,36081036100,NYC
2015,2015,0,Total,53667,9071.0,"Census Tract 1257, Queens County, NY",14000US36081125700,36081125700,NYC
2015,2015,0,Total,87087,7769.0,"Census Tract 519, Kings County, NY",14000US36047051900,36047051900,NYC
2015,2015,0,Total,69303,17227.0,"Census Tract 83, New York County, NY",14000US36061008300,36061008300,NYC
2015,2015,0,Total,68207,20915.0,"Census Tract 623, Queens County, NY",14000US36081062300,36081062300,NYC
2015,2015,0,Total,29050,4749.0,"Census Tract 238, Kings County, NY",14000US36047023800,36047023800,NYC
2015,2015,0,Total,76686,8162.0,"Census Tract 257, New York County, NY",14000US36061025700,36061025700,NYC
2015,2015,0,Total,86983,14999.0,"Census Tract 335, Bronx County, NY",14000US36005033500,36005033500,NYC
2015,2015,0,Total,120938,42042.0,"Census Tract 84, New York County, NY",14000US36061008400,36061008400,NYC
2015,2015,0,Total,75368,12514.0,"Census Tract 358, Queens County, NY",14000US36081035800,36081035800,NYC
2015,2015,0,Total,47130,15368.0,"Census Tract 520, Kings County, NY",14000US36047052000,36047052000,NYC
2015,2015,0,Total,24142,7428.0,"Census Tract 229.02, Bronx County, NY",14000US36005022902,36005022902,NYC
2015,2015,0,Total,50228,17007.0,"Census Tract 255, New York County, NY",14000US36061025500,36061025500,NYC
2015,2015,0,Total,142299,29049.0,"Census Tract 86.01, New York County, NY",14000US36061008601,36061008601,NYC
2015,2015,0,Total,55000,6493.0,"Census Tract 929, Queens County, NY",14000US36081092900,36081092900,NYC
2015,2015,0,Total,19066,2837.0,"Census Tract 23, Kings County, NY",14000US36047002300,36047002300,NYC
2015,2015,0,Total,26823,4395.0,"Census Tract 240, Kings County, NY",14000US36047024000,36047024000,NYC
2015,2015,0,Total,43076,6571.0,"Census Tract 523, Kings County, NY",14000US36047052300,36047052300,NYC
2015,2015,0,Total,142304,23585.0,"Census Tract 86.03, New York County, NY",14000US36061008603,36061008603,NYC
2015,2015,0,Total,25452,5317.0,"Census Tract 75, Bronx County, NY",14000US36005007500,36005007500,NYC
2015,2015,0,Total,38542,6531.0,"Census Tract 59.02, Bronx County, NY",14000US36005005902,36005005902,NYC
2015,2015,0,Total,36780,8286.0,"Census Tract 253, New York County, NY",14000US36061025300,36061025300,NYC
2015,2015,0,Total,47763,12980.0,"Census Tract 357, Queens County, NY",14000US36081035700,36081035700,NYC
2015,2015,0,Total,122569,31244.0,"Census Tract 87, New York County, NY",14000US36061008700,36061008700,NYC
2015,2015,0,Total,77813,11911.0,"Census Tract 622, Queens County, NY",14000US36081062200,36081062200,NYC
2015,2015,0,Total,20993,6964.0,"Census Tract 525, Kings County, NY",14000US36047052500,36047052500,NYC
2015,2015,0,Total,77955,10343.0,"Census Tract 170.07, Richmond County, NY",14000US36085017007,36085017007,NYC
2015,2015,0,Total,28688,4166.0,"Census Tract 251, New York County, NY",14000US36061025100,36061025100,NYC
2015,2015,0,Total,100179,10403.0,"Census Tract 88, New York County, NY",14000US36061008800,36061008800,NYC
2015,2015,0,Total,60815,12400.0,"Census Tract 241, Kings County, NY",14000US36047024100,36047024100,NYC
2015,2015,0,Total,26071,11570.0,"Census Tract 336, Bronx County, NY",14000US36005033600,36005033600,NYC
2015,2015,0,Total,45610,8930.0,"Census Tract 353, Queens County, NY",14000US36081035300,36081035300,NYC
2015,2015,0,Total,60159,5716.0,"Census Tract 526, Kings County, NY",14000US36047052600,36047052600,NYC
2015,2015,0,Total,89315,27493.0,"Census Tract 89, New York County, NY",14000US36061008900,36061008900,NYC
2015,2015,0,Total,17544,4945.0,"Census Tract 29.01, Kings County, NY",14000US36047002901,36047002901,NYC
2015,2015,0,Total,52500,20238.0,"Census Tract 9, Richmond County, NY",14000US36085000900,36085000900,NYC
2015,2015,0,Total,37679,10059.0,"Census Tract 249, New York County, NY",14000US36061024900,36061024900,NYC
2015,2015,0,Total,56154,7697.999999999999,"Census Tract 621, Queens County, NY",14000US36081062100,36081062100,NYC
2015,2015,0,Total,119196,17482.0,"Census Tract 90, New York County, NY",14000US36061009000,36061009000,NYC
2015,2015,0,Total,38333,11956.0,"Census Tract 242, Kings County, NY",14000US36047024200,36047024200,NYC
