,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
1669,36081004002,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,455,-0.014770642,0.047020726,-0.1811012,-0.017704835,Moderate,High,Very Low,Low,46,78,17,26,Moderate,High,Low,Low,42,65,27,31,Low,High,Low,Low,38,62,26,31
1670,36081004200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1186,-0.047739252,0.042972129,-0.2824356,-0.03357299,Low,High,Very Low,Very Low,26,74,9,14,Low,Moderate,Very Low,Low,27,58,18,21,Low,Moderate,Very Low,Very Low,27,55,17,19
1671,36081004300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,663,-0.025948497,0.042291719,-0.50986677,-0.057702955,Low,High,Very Low,Very Low,39,73,2,4,Low,Moderate,Very Low,Very Low,36,57,5,9,Low,Moderate,Very Low,Very Low,33,54,5,8
1672,36081004401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1072,-0.051740922,0.035911724,-0.15368432,-0.019783601,Low,High,Very Low,Low,24,67,20,24,Low,Moderate,Low,Low,25,48,31,30,Low,Moderate,Low,Low,25,46,30,29
1673,36081004500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,482,-0.012472194,0.032885253,0.008477075,0.003106806,Moderate,High,Moderate,Moderate,48,63,46,49,Moderate,Moderate,Moderate,Moderate,43,43,54,52,Low,Moderate,Moderate,Moderate,38,42,52,49
1674,36081004700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,920,-0.029275311,0.025735788,-0.2982395,-0.03520488,Low,Moderate,Very Low,Very Low,37,56,8,13,Low,Low,Very Low,Very Low,34,33,17,20,Low,Low,Very Low,Very Low,32,32,16,18
1675,36081005000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,13,-0.028061405,0.083473526,-0.25190294,-0.023534764,Low,Very High,Very Low,Low,38,99,11,21,Low,Very High,Low,Low,35,99,21,27,Low,Very High,Very Low,Low,33,98,19,26
1676,36081005100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,370,0.037437249,-0.014267312,-0.060337152,-0.004400794,High,Low,Low,Low,72,22,34,40,High,Very Low,Moderate,Moderate,68,7,44,44,Moderate,Very Low,Moderate,Moderate,58,6,42,43
1677,36081005200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,533,-0.015466254,0.02599581,-0.14470249,-0.015783114,Moderate,Moderate,Low,Low,46,56,21,28,Moderate,Low,Low,Low,42,33,32,33,Low,Low,Low,Low,37,33,31,33
1678,36081005300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,568,0.048489429,0.037400659,0.055573553,0.01580763,High,High,Moderate,High,76,68,56,64,High,Moderate,High,High,72,50,62,65,High,Moderate,Moderate,Moderate,63,48,59,60
1679,36081005400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1356,-0.02756631,0.035043221,-0.11342097,-0.012517848,Low,High,Low,Low,38,66,25,31,Low,Moderate,Low,Low,35,46,36,36,Low,Moderate,Low,Low,33,45,35,36
1680,36081005500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,112,0.064260669,0.019638624,-0.07391654,0.000592205,Very High,Moderate,Low,Moderate,82,50,31,46,High,Low,Moderate,Moderate,79,25,42,49,High,Low,Moderate,Moderate,70,25,41,48
1681,36081005700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,604,0.055693518,0.012374961,-0.008978363,0.006429159,High,Moderate,Moderate,Moderate,79,43,43,53,High,Very Low,Moderate,Moderate,76,18,51,56,High,Very Low,Moderate,Moderate,67,18,50,52
1682,36081005800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1144,-0.008059089,0.031221578,-0.09300255,-0.008391728,Moderate,High,Low,Low,50,62,29,36,Moderate,Moderate,Low,Moderate,45,41,39,41,Low,Low,Low,Low,40,40,38,40
1683,36081005900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,378,0.076068886,0.02546335,0.11043859,0.023971254,Very High,Moderate,High,High,85,56,67,73,Very High,Low,High,High,83,32,72,73,High,Low,High,High,75,32,68,67
1684,36081006100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,468,0.063312903,0.033172566,0.12690978,0.025298102,Very High,High,High,High,81,64,71,75,High,Moderate,High,High,79,44,74,75,High,Moderate,High,High,70,42,72,68
1685,36081006201,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1179,0.050214596,0.05364367,-0.044169147,0.006119435,High,Very High,Low,Moderate,77,84,36,52,High,High,Moderate,Moderate,73,75,46,55,High,High,Moderate,Moderate,64,70,45,52
1686,36081006202,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1773,0.025478506,0.055722002,-0.215562,-0.016339483,High,Very High,Very Low,Low,67,85,13,27,High,High,Low,Low,62,78,24,33,Moderate,High,Low,Low,54,74,22,32
1687,36081006300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,548,-0.00300188,0.025118463,0.044925414,0.007568941,Moderate,Moderate,Moderate,Moderate,53,55,54,54,Moderate,Low,Moderate,Moderate,48,32,60,57,Moderate,Low,Moderate,Moderate,42,32,57,53
1688,36081006501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,324,0.03091339,0.020860951,0.048636071,0.011297254,High,Moderate,Moderate,Moderate,70,51,54,59,High,Low,High,Moderate,65,26,61,60,Moderate,Low,Moderate,Moderate,56,26,58,56
1689,36081006502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,330,0.036922097,-0.00646912,-0.004109634,0.002915342,High,Low,Moderate,Moderate,72,27,44,49,High,Very Low,Moderate,Moderate,67,9,52,52,Moderate,Very Low,Moderate,Moderate,58,8,50,49
1690,36081006900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,506,0.006354129,-0.028542958,0.047748737,0.003221972,Moderate,Very Low,Moderate,Moderate,58,15,54,49,Moderate,Very Low,High,Moderate,53,4,61,52,Moderate,Very Low,Moderate,Moderate,45,3,58,49
1691,36081007100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,195,0.029399173,0.010142318,0.1084381,0.016948614,High,Moderate,High,High,69,41,67,65,High,Very Low,High,High,64,16,71,66,Moderate,Very Low,High,High,55,16,68,61
1692,36081007300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,463,0.008345828,0.026070211,0.17406936,0.02395352,Moderate,Moderate,Very High,High,59,56,81,73,Moderate,Low,Very High,High,54,33,84,73,Moderate,Low,Very High,High,46,33,82,67
1693,36081007500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,524,0.026389496,0.014093037,0.15436499,0.022380866,High,Moderate,High,High,68,44,77,72,High,Very Low,High,High,63,19,80,72,Moderate,Very Low,High,High,54,19,78,66
1694,36081007700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,280,-0.03962864,0.013994913,0.20350629,0.020790439,Low,Moderate,Very High,High,31,44,86,70,Low,Very Low,Very High,High,29,19,89,70,Low,Very Low,Very High,High,29,19,88,64
1695,36081007900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,668,-0.024042603,0.005804378,-0.10472869,-0.014227925,Low,Low,Low,Low,40,37,27,29,Low,Very Low,Low,Low,37,14,37,35,Low,Very Low,Low,Low,34,13,36,34
1696,36081008100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,289,-0.082367435,0.001889363,-0.021324154,-0.011386669,Very Low,Low,Moderate,Low,11,34,41,32,Very Low,Very Low,Moderate,Low,13,12,50,38,Very Low,Very Low,Moderate,Low,14,12,48,37
1697,36081008300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,591,-0.036066346,-0.012616434,-0.026571784,-0.008422009,Low,Low,Low,Low,33,23,40,36,Low,Very Low,Moderate,Moderate,31,7,49,41,Low,Very Low,Moderate,Low,30,6,47,40
1698,36081008500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,331,-0.003420582,-0.031400088,-0.14673813,-0.020795543,Moderate,Very Low,Low,Low,53,14,21,23,Moderate,Very Low,Low,Low,48,4,32,29,Moderate,Very Low,Low,Low,41,3,31,29
1699,36081008600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,662,0.004342997,0.009593513,-0.039152328,-0.003055293,Moderate,Low,Low,Moderate,57,40,37,41,Moderate,Very Low,Moderate,Moderate,52,16,47,46,Moderate,Very Low,Moderate,Moderate,44,15,45,44
1700,36081008700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1667,-0.043599963,0.018773137,-0.495395,-0.06047282,Low,Moderate,Very Low,Very Low,28,49,2,4,Low,Low,Very Low,Very Low,28,24,6,8,Low,Low,Very Low,Very Low,28,24,5,7
1701,36081008800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,943,0.017971288,0.022783209,-0.009580642,0.003296169,High,Moderate,Moderate,Moderate,64,53,43,49,Moderate,Low,Moderate,Moderate,60,29,51,52,Moderate,Low,Moderate,Moderate,51,29,50,50
1702,36081009100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,255,-0.02057353,-0.002072488,-0.022521898,-0.005115963,Moderate,Low,Low,Low,43,30,40,39,Low,Very Low,Moderate,Moderate,39,10,49,43,Low,Very Low,Moderate,Moderate,36,10,48,42
1703,36081009400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,659,-0.003139308,0.01898982,-0.18612878,-0.019986646,Moderate,Moderate,Very Low,Low,53,49,16,24,Moderate,Low,Low,Low,48,24,27,30,Moderate,Low,Low,Low,42,24,26,29
1704,36081009500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,461,0.070130363,0.007114969,0.092698187,0.019297855,Very High,Low,High,High,83,38,64,68,Very High,Very Low,High,High,81,14,69,68,High,Very Low,High,High,73,14,65,63
1705,36081009600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,748,0.027930131,0.038508132,0.00255836,0.007483037,High,High,Moderate,Moderate,68,69,45,54,High,Moderate,Moderate,Moderate,64,52,53,57,Moderate,Moderate,Moderate,Moderate,55,49,51,53
1706,36081009700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,595,0.077492625,0.014602602,0.13663512,0.026021557,Very High,Moderate,High,High,85,45,73,75,Very High,Very Low,High,High,84,20,77,75,High,Very Low,High,High,76,19,74,69
1707,36081009800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,684,0.001502788,0.004775224,-0.21751069,-0.02463793,Moderate,Low,Very Low,Very Low,55,36,13,20,Moderate,Very Low,Low,Low,50,13,24,26,Moderate,Very Low,Low,Low,43,13,22,26
1708,36081010000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,864,0.021434056,0.046188805,-0.10247978,-0.004641384,High,High,Low,Low,66,77,27,40,High,High,Low,Moderate,61,64,38,44,Moderate,Moderate,Low,Moderate,52,60,37,42
1709,36081010100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,385,0.071399085,0.03888756,0.082620785,0.021646177,Very High,High,High,High,84,70,61,71,Very High,Moderate,High,High,82,53,67,71,High,Moderate,High,High,73,50,64,65
1710,36081010200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,530,0.031574864,0.022720313,-0.19909768,-0.017261077,High,Moderate,Very Low,Low,70,53,15,26,High,Low,Low,Low,65,29,26,32,Moderate,Low,Low,Low,56,29,24,31
1711,36081010300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,516,0.058361318,0.030161051,0.021942243,0.012214938,High,Moderate,Moderate,Moderate,80,60,49,60,High,Low,Moderate,High,77,39,57,61,High,Low,Moderate,Moderate,68,38,54,57
1712,36081010400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,534,0.052453097,0.002375479,-0.061029315,-0.00105037,High,Low,Low,Moderate,78,34,33,44,High,Very Low,Moderate,Moderate,74,12,44,48,High,Very Low,Moderate,Moderate,65,12,42,46
1713,36081010500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,751,0.07120084,0.042103764,-0.23326193,-0.014793464,Very High,High,Very Low,Low,84,73,12,29,Very High,Moderate,Low,Low,82,57,22,34,High,Moderate,Low,Low,73,54,21,34
1714,36081010600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,792,0.046980616,0.015086727,-0.13433531,-0.008833609,High,Moderate,Low,Low,76,45,23,35,High,Very Low,Low,Low,72,20,33,40,High,Very Low,Low,Low,63,20,32,39
1715,36081010800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,791,0.022581413,0.027171383,-0.2021205,-0.018133504,High,Moderate,Very Low,Low,66,57,15,26,High,Low,Low,Low,61,35,25,31,Moderate,Low,Low,Low,53,34,24,31
1716,36081011000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,728,-0.019859623,0.028505009,-0.2031921,-0.022808393,Moderate,Moderate,Very Low,Low,43,59,15,22,Low,Low,Low,Low,40,37,25,28,Low,Low,Low,Low,36,36,24,27
1717,36081011100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,571,0.09946923,0.036009792,-0.00488127,0.014260473,Very High,High,Moderate,High,90,67,44,62,Very High,Moderate,Moderate,High,89,48,52,64,Very High,Moderate,Moderate,Moderate,82,46,50,59
1718,36081011200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,419,-0.004594409,0.01736187,-0.24420166,-0.027078805,Moderate,Moderate,Very Low,Very Low,52,47,11,18,Moderate,Low,Low,Low,47,22,21,25,Moderate,Low,Very Low,Low,41,22,20,24
1719,36081011300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,657,0.088641576,0.017283484,0.080251351,0.020977896,Very High,Moderate,High,High,88,47,61,70,Very High,Low,High,High,86,22,67,70,High,Low,High,High,79,22,63,64
1720,36081011400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,418,-0.041667711,0.012720941,-0.1782034,-0.023990924,Low,Moderate,Very Low,Low,30,43,17,21,Low,Very Low,Low,Low,29,18,28,27,Low,Very Low,Low,Low,28,18,27,26
1721,36081011500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,209,0.077458136,-0.012058718,0.1811894,0.028365703,Very High,Low,Very High,High,85,24,82,78,Very High,Very Low,Very High,High,84,7,85,78,High,Very Low,Very High,High,76,6,84,72
1722,36081011600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,358,-0.022087257,0.021649374,-0.13919009,-0.016336098,Moderate,Moderate,Low,Low,42,52,22,27,Low,Low,Low,Low,38,27,32,33,Low,Low,Low,Low,35,27,32,32
1723,36081011700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,395,0.065934718,0.010066776,0.080986753,0.017785208,Very High,Moderate,High,High,82,41,61,66,High,Very Low,High,High,80,16,67,67,High,Very Low,High,High,71,16,63,61
1724,36081011800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,634,-0.01672665,0.023014847,-0.15290776,-0.017194513,Moderate,Moderate,Very Low,Low,45,53,20,27,Moderate,Low,Low,Low,41,29,31,32,Low,Low,Low,Low,37,29,30,32
1725,36081011900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,189,0.072628327,-0.015299072,0.013533773,0.007976505,Very High,Low,Moderate,Moderate,84,22,47,55,Very High,Very Low,Moderate,Moderate,82,6,55,57,High,Very Low,Moderate,Moderate,74,6,53,53
1726,36081012000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,470,0.006217906,0.01948397,-0.18783969,-0.019098677,Moderate,Moderate,Very Low,Low,58,50,16,25,Moderate,Low,Low,Low,53,24,27,30,Moderate,Low,Low,Low,45,24,26,30
1727,36081012100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,262,0.099813163,0.022825181,-0.037984647,0.009043268,Very High,Moderate,Low,Moderate,90,53,37,56,Very High,Low,Moderate,Moderate,89,29,47,58,Very High,Low,Moderate,Moderate,82,29,46,54
1728,36081012200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,768,-0.030515676,-0.002655645,-0.19551104,-0.02640829,Low,Low,Very Low,Very Low,36,30,15,19,Low,Very Low,Low,Low,34,10,26,25,Low,Very Low,Low,Low,32,10,25,24
1729,36081012301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,361,0.10254952,0.019221289,0.05391318,0.019656658,Very High,Moderate,Moderate,High,91,49,56,68,Very High,Low,High,High,89,24,62,69,Very High,Low,Moderate,High,83,24,59,63
1730,36081012400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,801,-0.02644727,0.039256383,-0.11466816,-0.012090965,Low,High,Low,Low,39,70,25,32,Low,Moderate,Low,Low,36,53,36,37,Low,Moderate,Low,Low,33,51,35,36
1731,36081012500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,146,0.039984778,0.021625523,0.19392353,0.029288912,High,Moderate,Very High,High,73,52,84,79,High,Low,Very High,High,69,27,87,79,Moderate,Low,Very High,High,59,27,86,73
1732,36081012601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,681,-0.015484255,0.013037968,-0.20282575,-0.023927823,Moderate,Moderate,Very Low,Low,46,43,15,21,Moderate,Very Low,Low,Low,42,18,25,27,Low,Very Low,Low,Low,37,18,24,26
1733,36081012602,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,655,-0.01340622,0.019989461,-0.091754258,-0.010032777,Moderate,Moderate,Low,Low,47,50,29,34,Moderate,Low,Low,Low,43,25,39,39,Low,Low,Low,Low,38,25,38,38
1734,36081012800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,657,-0.014139749,0.021658646,-0.072556779,-0.007702211,Moderate,Moderate,Low,Low,46,52,32,36,Moderate,Low,Moderate,Moderate,42,27,42,41,Low,Low,Moderate,Low,38,27,41,40
1735,36081013000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,348,-0.015803643,0.049630847,-0.080238119,-0.005803654,Moderate,High,Low,Low,45,80,30,38,Moderate,High,Moderate,Moderate,42,69,41,43,Low,High,Low,Moderate,37,65,40,41
1736,36081013200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,720,-0.002639397,0.024765344,-0.047241181,-0.003154183,Moderate,Moderate,Low,Moderate,53,55,36,41,Moderate,Low,Moderate,Moderate,48,31,46,46,Moderate,Low,Moderate,Moderate,42,31,44,44
1737,36081013400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1325,-0.002049038,0.034065861,-0.030034669,-9.69E-05,Moderate,High,Low,Moderate,53,65,39,45,Moderate,Moderate,Moderate,Moderate,49,45,48,49,Moderate,Moderate,Moderate,Moderate,42,44,47,47
1738,36081013500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,309,0.054680392,0.018089091,0.15023462,0.025453124,High,Moderate,High,High,79,48,76,75,High,Low,High,High,75,23,79,75,High,Low,High,High,66,23,77,69
1739,36081013600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,293,-0.003903246,0.035183761,0.056094833,0.009840105,Moderate,High,Moderate,Moderate,52,66,56,57,Moderate,Moderate,High,Moderate,48,47,63,59,Moderate,Moderate,Moderate,Moderate,41,45,59,55
1740,36081013700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,196,0.044114683,-0.001926275,0.11118439,0.017610919,High,Low,High,High,75,31,68,66,High,Very Low,High,High,71,10,72,67,High,Very Low,High,High,61,10,69,61
1741,36081013800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,890,-0.002549047,0.042286396,-0.043500751,-0.000844572,Moderate,High,Low,Moderate,53,73,37,44,Moderate,Moderate,Moderate,Moderate,48,57,47,48,Moderate,Moderate,Moderate,Moderate,42,54,45,46
1742,36081014000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1102,0.006462626,0.03333123,0.010139294,0.005441044,Moderate,High,Moderate,Moderate,58,64,47,52,Moderate,Moderate,Moderate,Moderate,53,44,55,55,Moderate,Moderate,Moderate,Moderate,45,42,52,51
1743,36081014100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,299,0.007297752,0.004657511,-0.012861587,-0.000194338,Moderate,Low,Moderate,Moderate,58,36,42,45,Moderate,Very Low,Moderate,Moderate,53,13,51,49,Moderate,Very Low,Moderate,Moderate,46,13,49,47
1744,36081014201,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,1056,-0.00905734,-0.007159774,-0.17481585,-0.022106873,Moderate,Low,Very Low,Low,49,27,17,22,Moderate,Very Low,Low,Low,45,8,28,28,Low,Very Low,Low,Low,39,8,27,28
1745,36081014202,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,459,-0.035443567,0.017262047,-0.10040666,-0.013766238,Low,Moderate,Low,Low,33,47,27,30,Low,Low,Low,Low,32,22,38,35,Low,Low,Low,Low,31,22,37,35
1746,36081014300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,582,0.005749499,0.006335928,-0.014900348,-0.000424168,Moderate,Low,Moderate,Moderate,58,37,42,44,Moderate,Very Low,Moderate,Moderate,53,14,51,49,Moderate,Very Low,Moderate,Moderate,45,14,49,47
1747,36081014400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,525,-0.025016507,0.001559404,-0.14090335,-0.018997006,Low,Low,Low,Low,40,33,22,25,Low,Very Low,Low,Low,37,12,32,30,Low,Very Low,Low,Low,34,11,31,30
1748,36081014500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,412,0.012140535,0.011229044,0.013167658,0.004069386,High,Moderate,Moderate,Moderate,61,42,47,50,Moderate,Very Low,Moderate,Moderate,56,17,55,53,Moderate,Very Low,Moderate,Moderate,48,16,53,50
1749,36081014700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,274,-0.020963125,0.036181297,-0.004416315,0.001018373,Moderate,High,Moderate,Moderate,42,67,44,46,Low,Moderate,Moderate,Moderate,39,48,52,50,Low,Moderate,Moderate,Moderate,35,46,50,48
1750,36081014800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,361,0.020328816,0.020478018,-0.075079717,-0.004310747,High,Moderate,Low,Low,65,51,31,40,Moderate,Low,Moderate,Moderate,60,26,42,44,Moderate,Low,Low,Moderate,52,25,40,43
1751,36081014900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,287,0.009126128,0.004124408,0.005615513,0.002101293,Moderate,Low,Moderate,Moderate,59,35,46,48,Moderate,Very Low,Moderate,Moderate,54,13,54,51,Moderate,Very Low,Moderate,Moderate,47,12,52,49
1752,36081015000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,499,0.023373926,0.038367305,-0.16654269,-0.012714312,High,High,Very Low,Low,66,69,18,31,High,Moderate,Low,Low,62,52,29,36,Moderate,Moderate,Low,Low,53,49,28,36
1753,36081015100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,166,0.033647172,0.013099998,0.010830636,0.006374179,High,Moderate,Moderate,Moderate,71,43,47,53,High,Very Low,Moderate,Moderate,66,18,55,56,Moderate,Very Low,Moderate,Moderate,57,18,52,52
1754,36081015200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,601,0.016145261,0.027067794,-0.26440877,-0.026104696,High,Moderate,Very Low,Very Low,63,57,10,19,Moderate,Low,Very Low,Low,59,35,20,25,Moderate,Low,Very Low,Low,50,34,18,24
1755,36081015300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,258,0.020148424,0.000741387,0.047575809,0.007842905,High,Low,Moderate,Moderate,65,33,54,55,Moderate,Very Low,High,Moderate,60,11,61,57,Moderate,Very Low,Moderate,Moderate,52,11,58,53
1756,36081015400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,415,0.037573766,0.019455621,-0.13070565,-0.008986321,High,Moderate,Low,Low,73,49,23,35,High,Low,Low,Low,68,24,33,40,Moderate,Low,Low,Low,58,24,33,39
1757,36081015500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36081,36,NY,328,0.039671671,0.017117666,0.090795331,0.016773386,High,Moderate,High,High,73,47,63,65,High,Low,High,High,69,22,68,66,Moderate,Low,High,High,59,22,65,61
