,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
337,36047000301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,756,0.19212864,0.017392954,0.19250396,0.045493685,Very High,Moderate,Very High,Very High,100,47,84,93,Very High,Low,Very High,Very High,99,22,87,94,Very High,Low,Very High,Very High,98,22,86,91
338,36047000501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,443,0.18994536,0.057315245,0.30781686,0.062919475,Very High,Very High,Very High,Very High,100,87,99,100,Very High,High,Very High,Very High,99,80,99,100,Very High,High,Very High,Very High,98,76,99,100
339,36047000502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,347,0.17938538,0.066731811,0.30419865,0.062332928,Very High,Very High,Very High,Very High,99,93,98,100,Very High,Very High,Very High,Very High,98,90,99,100,Very High,Very High,Very High,Very High,96,86,99,100
340,36047000700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,946,0.18089673,0.052710947,0.3097021,0.061648566,Very High,Very High,Very High,Very High,99,83,99,100,Very High,High,Very High,Very High,98,73,99,100,Very High,High,Very High,Very High,96,69,100,100
341,36047000900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,647,0.17171948,0.058775172,0.31851399,0.062304698,Very High,Very High,Very High,Very High,99,88,99,100,Very High,Very High,Very High,Very High,97,82,99,100,Very High,High,Very High,Very High,95,78,100,100
342,36047001100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,110,0.0741309,0.053480446,0.28325161,0.0468488,Very High,Very High,Very High,Very High,84,83,97,94,Very High,High,Very High,Very High,83,74,98,94,High,High,Very High,Very High,74,70,98,92
343,36047001300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,258,0.045699224,0.017633539,-0.014752913,0.005211781,High,Moderate,Moderate,Moderate,76,48,42,51,High,Low,Moderate,Moderate,71,22,51,54,High,Low,Moderate,Moderate,62,23,49,51
344,36047001500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1279,0.014801493,0.051372495,-0.00119958,0.006963117,High,Very High,Moderate,Moderate,62,82,44,53,Moderate,High,Moderate,Moderate,58,71,53,56,Moderate,High,Moderate,Moderate,49,68,51,52
345,36047002000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,268,-0.088789068,-0.02814802,-0.31601402,-0.049586456,Very Low,Very Low,Very Low,Very Low,9,15,7,7,Very Low,Very Low,Very Low,Very Low,11,4,16,13,Very Low,Very Low,Very Low,Very Low,12,3,15,11
346,36047002100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1108,0.069965795,0.050176855,0.29885,0.047852021,Very High,High,Very High,Very High,83,80,98,95,Very High,High,Very High,Very High,81,70,99,95,High,High,Very High,Very High,72,66,99,93
347,36047002200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,979,-0.056059342,0.013679333,-0.26941505,-0.036094513,Low,Moderate,Very Low,Very Low,22,44,9,12,Low,Very Low,Very Low,Very Low,24,19,19,19,Low,Very Low,Very Low,Very Low,24,19,18,18
348,36047002300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1397,-0.048861325,0.062134039,-0.64720893,-0.074107558,Low,Very High,Very Low,Very Low,25,90,1,2,Low,Very High,Very Low,Very Low,26,86,1,3,Low,Very High,Very Low,Very Low,26,81,1,3
349,36047002901,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1112,-0.025084369,0.082257442,-0.55121493,-0.058166612,Low,Very High,Very Low,Very Low,40,99,1,4,Low,Very High,Very Low,Very Low,37,99,4,9,Low,Very High,Very Low,Very Low,34,98,3,8
350,36047003000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,464,0.020752434,0.04605348,-0.057347544,0.000520993,High,High,Low,Moderate,65,77,34,46,High,High,Moderate,Moderate,61,64,44,49,Moderate,Moderate,Moderate,Moderate,52,60,43,47
351,36047003100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,249,0.031675689,0.069448717,0.11665878,0.024467494,High,Very High,High,High,70,94,69,74,High,Very High,High,High,65,92,73,74,Moderate,Very High,High,High,56,89,70,67
352,36047003300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,560,0.077251732,0.049907405,0.21386968,0.038739506,Very High,High,Very High,Very High,85,80,88,88,Very High,High,Very High,Very High,84,70,91,89,High,High,Very High,Very High,75,66,91,84
353,36047003400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,490,0.006791098,-0.049315814,0.018368348,-0.002359129,Moderate,Very Low,Moderate,Moderate,58,8,48,42,Moderate,Very Low,Moderate,Moderate,53,2,56,46,Moderate,Very Low,Moderate,Moderate,46,1,54,45
354,36047003500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,261,0.089581542,0.057152107,0.037746239,0.020377653,Very High,Very High,Moderate,High,88,87,52,69,Very High,High,Moderate,High,87,80,59,69,High,High,Moderate,High,79,76,56,64
355,36047003600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,899,0.030712919,0.046694461,-0.048442721,0.002726657,High,High,Low,Moderate,70,77,36,48,High,High,Moderate,Moderate,65,64,46,52,Moderate,High,Moderate,Moderate,56,61,44,49
356,36047003700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,167,0.093670622,0.059941996,0.28162265,0.049507003,Very High,Very High,Very High,Very High,89,89,97,96,Very High,Very High,Very High,Very High,88,84,98,96,High,High,Very High,Very High,80,79,98,94
357,36047003800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,264,0.061251458,-0.001451807,0.034663521,0.010651072,Very High,Low,Moderate,Moderate,81,31,52,58,High,Very Low,Moderate,Moderate,78,10,59,60,High,Very Low,Moderate,Moderate,69,10,56,55
358,36047003900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,438,0.087385975,0.064748414,0.11973407,0.030484311,Very High,Very High,High,High,88,92,69,80,Very High,Very High,High,High,86,88,73,80,High,Very High,High,High,79,84,70,74
359,36047004100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,667,0.075341329,0.033849556,0.27243653,0.043635204,Very High,High,Very High,Very High,85,64,96,92,Very High,Moderate,Very High,Very High,83,45,97,92,High,Moderate,Very High,Very High,75,43,98,89
360,36047004300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,459,0.14539172,0.049409959,0.25167924,0.050619803,Very High,High,Very High,Very High,97,80,94,96,Very High,High,Very High,Very High,94,69,95,96,Very High,High,Very High,Very High,91,65,96,95
361,36047004400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,437,0.082485639,0.030277578,0.18238096,0.033565007,Very High,High,Very High,Very High,86,61,82,83,Very High,Low,Very High,Very High,85,40,85,83,High,Low,Very High,High,77,38,84,77
362,36047004500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,711,0.18138835,0.063331768,0.2700606,0.058219869,Very High,Very High,Very High,Very High,99,91,96,99,Very High,Very High,Very High,Very High,98,87,97,99,Very High,Very High,Very High,Very High,96,83,98,99
363,36047004600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,314,0.070727572,0.049432199,0.065730944,0.020728441,Very High,High,Moderate,High,83,80,58,70,Very High,High,High,High,82,69,64,70,High,High,High,High,73,65,61,64
364,36047004700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,533,0.15842563,0.048532438,0.17011724,0.042475857,Very High,High,High,Very High,98,79,80,91,Very High,High,Very High,Very High,95,67,83,92,Very High,High,Very High,Very High,93,64,81,88
365,36047004900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,445,0.16993327,0.044999152,0.15631671,0.041766133,Very High,High,High,Very High,99,76,77,91,Very High,High,Very High,Very High,97,62,81,91,Very High,Moderate,High,Very High,95,58,78,87
366,36047005000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,537,0.08521194,-0.046217732,0.10429221,0.016639523,Very High,Very Low,High,High,87,9,66,65,Very High,Very Low,High,High,86,2,71,66,High,Very Low,High,Moderate,78,2,67,60
367,36047005100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,567,0.15613171,0.075630434,0.32149044,0.06272126,Very High,Very High,Very High,Very High,98,97,99,100,Very High,Very High,Very High,Very High,95,96,100,100,Very High,Very High,Very High,Very High,93,94,100,100
368,36047005201,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,176,0.075187363,-0.047869682,-0.15335768,-0.014627796,Very High,Very Low,Very Low,Low,85,8,20,29,Very High,Very Low,Low,Low,83,2,31,34,High,Very Low,Low,Low,75,2,30,34
369,36047005202,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,343,0.074546292,-0.000437247,0.097680107,0.019562218,Very High,Low,High,High,84,32,65,68,Very High,Very Low,High,High,83,11,70,69,High,Very Low,High,High,74,11,66,63
370,36047005300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,505,0.056764074,0.024092006,-0.027540119,0.005634205,High,Moderate,Low,Moderate,79,54,39,52,High,Low,Moderate,Moderate,76,31,49,55,High,Low,Moderate,Moderate,67,30,47,51
371,36047005400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,351,0.072341882,0.008836156,-0.053518239,0.002709977,Very High,Low,Low,Moderate,84,39,35,48,Very High,Very Low,Moderate,Moderate,82,15,45,52,High,Very Low,Moderate,Moderate,73,15,43,49
372,36047005601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,228,0.079035811,0.036849853,0.022055991,0.015225581,Very High,High,Moderate,High,86,68,49,63,Very High,Moderate,Moderate,High,84,49,57,65,High,Moderate,Moderate,Moderate,76,47,54,59
373,36047005602,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,249,0.072985508,0.023169793,0.076540574,0.019441538,Very High,Moderate,Moderate,High,84,53,60,68,Very High,Low,High,High,82,29,66,69,High,Low,High,High,74,29,63,63
374,36047005800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,623,0.066061407,-0.001577568,-0.13497774,-0.00857206,Very High,Low,Low,Low,82,31,22,35,High,Very Low,Low,Low,80,10,33,40,High,Very Low,Low,Low,71,10,32,39
375,36047005900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,207,0.051729418,0.023881549,0.074425779,0.016921192,High,Moderate,Moderate,High,78,54,60,65,High,Low,High,High,74,30,66,66,High,Low,High,High,65,30,62,61
376,36047006000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,571,0.068412401,-0.010702674,-0.008931741,0.005385134,Very High,Low,Moderate,Moderate,83,24,43,52,Very High,Very Low,Moderate,Moderate,81,7,52,54,High,Very Low,Moderate,Moderate,72,7,50,51
377,36047006200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,678,0.052425358,0.026199352,0.030465756,0.012129038,High,Moderate,Moderate,Moderate,78,56,51,60,High,Low,Moderate,High,74,33,58,61,High,Low,Moderate,Moderate,65,33,55,56
378,36047006300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,396,0.17056185,0.044716131,0.21793373,0.048976015,Very High,High,Very High,Very High,99,75,89,95,Very High,High,Very High,Very High,97,61,91,96,Very High,Moderate,Very High,Very High,95,58,91,94
379,36047006400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,504,0.069911882,-0.000937657,-0.001723008,0.007428859,Very High,Low,Moderate,Moderate,83,31,44,54,Very High,Very Low,Moderate,Moderate,81,11,53,57,High,Very Low,Moderate,Moderate,72,10,50,53
380,36047006500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1301,0.13730225,0.054052379,0.27631533,0.053086407,Very High,Very High,Very High,Very High,96,84,96,98,Very High,High,Very High,Very High,94,75,97,97,Very High,High,Very High,Very High,89,71,98,97
381,36047006600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,653,0.046271347,0.01220608,-0.084904917,-0.003466219,High,Moderate,Low,Moderate,76,43,30,41,High,Very Low,Low,Moderate,71,18,40,45,High,Very Low,Low,Moderate,62,18,39,44
382,36047006700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,771,0.17045744,0.072895542,0.31444302,0.063193917,Very High,Very High,Very High,Very High,99,96,99,100,Very High,Very High,Very High,Very High,97,95,99,100,Very High,Very High,Very High,Very High,95,92,100,100
383,36047006800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,927,0.017472772,0.00722423,-0.13547945,-0.013065623,High,Low,Low,Low,64,38,22,31,Moderate,Very Low,Low,Low,59,14,33,36,Moderate,Very Low,Low,Low,50,14,32,36
384,36047006900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,500,0.15342838,0.069606572,0.24401021,0.052764878,Very High,Very High,Very High,Very High,98,95,93,97,Very High,Very High,Very High,Very High,95,92,94,97,Very High,Very High,Very High,Very High,92,89,95,96
385,36047007000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,499,-0.003147026,0.023470359,-0.13416471,-0.013463574,Moderate,Moderate,Low,Low,53,54,23,30,Moderate,Low,Low,Low,48,30,33,36,Moderate,Low,Low,Low,41,30,32,35
386,36047007100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,920,0.066567533,0.046966493,-0.29525337,-0.022002356,Very High,High,Very Low,Low,82,78,8,22,High,High,Very Low,Low,80,65,17,28,High,High,Very Low,Low,71,61,16,28
387,36047007200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,609,-0.083557263,0.014900975,-0.35059541,-0.048451703,Very Low,Moderate,Very Low,Very Low,11,45,5,7,Very Low,Very Low,Very Low,Very Low,13,20,14,13,Very Low,Very Low,Very Low,Very Low,13,20,13,12
388,36047007400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1598,-0.080739938,-0.021982133,-0.29710352,-0.045839842,Very Low,Very Low,Very Low,Very Low,12,18,8,8,Very Low,Very Low,Very Low,Very Low,14,5,17,15,Very Low,Very Low,Very Low,Very Low,14,4,16,13
389,36047007500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1035,0.14830491,0.056303494,0.33915353,0.061854955,Very High,Very High,Very High,Very High,97,86,100,100,Very High,High,Very High,Very High,95,78,100,100,Very High,High,Very High,Very High,91,75,100,100
390,36047007600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1448,-0.076173469,-0.007269796,-0.23364772,-0.036385026,Very Low,Low,Very Low,Very Low,13,27,12,12,Very Low,Very Low,Low,Very Low,16,8,22,19,Very Low,Very Low,Low,Very Low,16,8,21,18
391,36047007700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1094,0.15520988,0.05303432,0.22741209,0.04926689,Very High,Very High,Very High,Very High,98,83,90,96,Very High,High,Very High,Very High,95,74,92,96,Very High,High,Very High,Very High,93,70,93,94
392,36047007800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1379,-0.055760317,0.007308071,-0.1838861,-0.026786204,Low,Low,Very Low,Very Low,22,38,16,18,Low,Very Low,Low,Low,24,14,27,25,Low,Very Low,Low,Low,24,14,26,24
393,36047008000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,796,-0.051632568,0.009844013,-0.081372544,-0.014130301,Low,Low,Low,Low,24,40,30,30,Low,Very Low,Moderate,Low,25,16,41,35,Low,Very Low,Low,Low,25,16,40,34
394,36047008200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1012,-0.057060052,0.022652462,-0.1975515,-0.026887441,Low,Moderate,Very Low,Very Low,21,53,15,18,Low,Low,Low,Low,23,29,26,25,Low,Low,Low,Low,23,28,25,24
395,36047008400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,832,-0.006315994,0.03001599,-0.11669146,-0.011084029,Moderate,Moderate,Low,Low,51,60,25,33,Moderate,Low,Low,Low,46,39,35,38,Moderate,Low,Low,Low,41,38,34,37
396,36047008500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,2058,0.008794857,0.080286503,-0.75922197,-0.078837022,Moderate,Very High,Very Low,Very Low,59,98,1,1,Moderate,Very High,Very Low,Very Low,54,98,1,2,Moderate,Very High,Very Low,Very Low,46,97,1,2
397,36047008800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,671,-0.023526315,0.019790988,-0.088940695,-0.010845307,Moderate,Moderate,Low,Low,41,50,29,33,Low,Low,Low,Low,37,25,40,38,Low,Low,Low,Low,34,25,39,38
398,36047009000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,790,-0.027075518,0.014151135,-0.24180686,-0.029627167,Low,Moderate,Very Low,Very Low,38,44,11,16,Low,Very Low,Low,Low,35,19,21,23,Low,Very Low,Very Low,Low,33,19,20,22
399,36047009200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1524,-0.020735078,0.02412295,-0.2550182,-0.029402569,Moderate,Moderate,Very Low,Very Low,42,54,10,17,Low,Low,Very Low,Low,39,31,20,23,Low,Low,Very Low,Low,36,30,19,22
400,36047009400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1333,-0.008961692,0.026203746,-0.16971973,-0.017953182,Moderate,Moderate,Very Low,Low,50,56,18,26,Moderate,Low,Low,Low,45,33,29,31,Low,Low,Low,Low,39,33,28,31
401,36047009600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1579,-0.055299666,0.009252398,-0.21404725,-0.030038308,Low,Low,Very Low,Very Low,22,40,14,16,Low,Very Low,Low,Low,24,16,24,23,Low,Very Low,Low,Low,24,15,23,21
402,36047009800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,2287,-0.065855794,-0.004335666,-0.25093532,-0.036943939,Very Low,Low,Very Low,Very Low,17,29,11,12,Very Low,Very Low,Low,Very Low,20,10,21,19,Very Low,Very Low,Very Low,Very Low,20,9,19,18
403,36047010000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1671,-0.08487989,0.006123117,-0.33584613,-0.047815531,Very Low,Low,Very Low,Very Low,11,37,6,7,Very Low,Very Low,Very Low,Very Low,12,14,15,14,Very Low,Very Low,Very Low,Very Low,13,14,13,13
404,36047010100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1049,0.039744951,0.030604731,-0.13910566,-0.008537482,High,High,Low,Low,73,61,22,35,High,Low,Low,Low,69,40,32,40,Moderate,Low,Low,Low,59,39,32,40
405,36047010200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1213,-0.07514254,-0.007869157,-0.19475891,-0.031809252,Very Low,Low,Very Low,Very Low,14,26,15,15,Very Low,Very Low,Low,Low,16,8,26,22,Very Low,Very Low,Low,Very Low,17,8,25,20
406,36047010400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1195,0.027902916,0.020666847,-0.16734923,-0.014190897,High,Moderate,Very Low,Low,68,51,18,29,High,Low,Low,Low,64,26,29,35,Moderate,Low,Low,Low,55,26,28,34
407,36047010600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,944,0.010130697,0.021980569,-0.27020392,-0.027985344,Moderate,Moderate,Very Low,Very Low,60,52,9,18,Moderate,Low,Very Low,Low,55,27,19,24,Moderate,Low,Very Low,Low,47,27,18,23
408,36047010800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,968,-0.046095412,0.019435082,-0.18925539,-0.025052149,Low,Moderate,Very Low,Very Low,27,49,16,20,Low,Low,Low,Low,27,24,26,26,Low,Low,Low,Low,27,24,25,25
409,36047011000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,916,-0.000943127,0.008623364,-0.21518107,-0.024227774,Moderate,Low,Very Low,Very Low,54,39,13,20,Moderate,Very Low,Low,Low,49,15,24,26,Moderate,Very Low,Low,Low,42,15,22,26
410,36047011200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,2006,0.010613078,0.029276006,-0.24089308,-0.023744775,Moderate,Moderate,Very Low,Low,60,60,11,21,Moderate,Low,Low,Low,55,38,21,27,Moderate,Low,Very Low,Low,47,37,20,26
411,36047011400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1373,0.000751036,0.029168176,-0.19647008,-0.019676952,Moderate,Moderate,Very Low,Low,55,59,15,24,Moderate,Low,Low,Low,50,38,26,30,Moderate,Low,Low,Low,43,37,25,29
412,36047011600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,994,0.039985836,0.013836239,-0.24576025,-0.022706736,High,Moderate,Very Low,Low,73,44,11,22,High,Very Low,Low,Low,69,19,21,28,Moderate,Very Low,Very Low,Low,59,19,20,27
413,36047011700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,426,0.09830299,0.041091874,0.092820399,0.026042053,Very High,High,High,High,90,72,64,75,Very High,Moderate,High,High,89,56,69,75,Very High,Moderate,High,High,82,53,66,69
414,36047011800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,515,0.019739103,0.031269196,-0.28627262,-0.027804669,High,High,Very Low,Very Low,65,62,8,18,Moderate,Moderate,Very Low,Low,60,41,18,24,Moderate,Low,Very Low,Low,51,40,17,23
415,36047011900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,207,0.073709168,0.045521084,0.043341823,0.018036438,Very High,High,Moderate,High,84,76,53,67,Very High,High,Moderate,High,83,63,60,67,High,Moderate,Moderate,High,74,59,57,61
416,36047012000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,266,0.022687366,0.008324042,-0.22238478,-0.022485454,High,Low,Very Low,Low,66,39,13,22,High,Very Low,Low,Low,61,15,23,28,Moderate,Very Low,Low,Low,53,15,22,27
417,36047012100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,280,0.12158561,0.049419295,0.15486763,0.036722731,Very High,High,High,Very High,94,80,77,86,Very High,High,High,Very High,92,69,80,87,Very High,High,High,Very High,87,65,78,82
418,36047012200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1490,-0.096801184,0.009033473,-0.26503795,-0.040583722,Very Low,Low,Very Low,Very Low,7,40,10,10,Very Low,Very Low,Very Low,Very Low,8,15,19,17,Very Low,Very Low,Very Low,Very Low,9,15,18,16
419,36047012600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,598,-0.007380487,0.024077727,-0.11764411,-0.011944442,Moderate,Moderate,Low,Low,50,54,25,32,Moderate,Low,Low,Low,46,31,35,37,Low,Low,Low,Low,40,30,34,37
420,36047012700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,848,0.042061947,0.052251592,-0.34498703,-0.029936831,High,Very High,Very Low,Very Low,74,82,6,16,High,High,Very Low,Low,70,73,14,23,Moderate,High,Very Low,Low,60,69,13,21
421,36047012801,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,479,0.031799562,0.026693268,-0.19104478,-0.015876357,High,Moderate,Very Low,Low,70,57,16,28,High,Low,Low,Low,65,34,26,33,Moderate,Low,Low,Low,56,34,25,33
422,36047012901,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,311,0.049895603,0.064811066,0.19231772,0.034792926,High,Very High,Very High,Very High,77,92,84,84,High,Very High,Very High,Very High,73,88,87,84,High,Very High,Very High,High,64,84,86,79
423,36047012902,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,382,0.052911196,0.039609604,0.22243969,0.035950094,High,High,Very High,Very High,78,70,90,85,High,Moderate,Very High,Very High,74,54,92,86,High,Moderate,Very High,Very High,65,51,92,81
424,36047013000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1295,0.034016456,0.017350245,-0.12666747,-0.009133693,High,Moderate,Low,Low,71,47,24,35,High,Low,Low,Low,66,22,34,40,Moderate,Low,Low,Low,57,22,33,39
425,36047013100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,766,0.07925538,0.058130998,0.23427497,0.042210668,Very High,Very High,Very High,Very High,86,87,91,91,Very High,Very High,Very High,Very High,84,81,93,91,High,High,Very High,Very High,76,77,94,88
426,36047013200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,514,0.02569945,0.030822529,-0.097214654,-0.005192169,High,High,Low,Low,67,61,28,39,High,Low,Low,Moderate,63,40,39,43,Moderate,Low,Low,Moderate,54,39,37,42
427,36047013300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,1124,0.10072027,0.065633669,0.31756264,0.05507442,Very High,Very High,Very High,Very High,91,92,99,98,Very High,Very High,Very High,Very High,89,89,99,98,Very High,Very High,Very High,Very High,82,85,100,98
428,36047013400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36047,36,NY,711,0.061095506,0.048149128,0.025218137,0.014812475,Very High,High,Moderate,High,81,79,50,63,High,High,Moderate,High,78,67,57,64,High,High,Moderate,Moderate,69,63,54,59
